Name	Parent	RootTemplate	ModifierType	Act	Level	UseAPCost	Value	Weight	ComboCategory	Requirements	Strength	Finesse	Intelligence	Constitution	Memory	Wits	Vitality	Armor	PiercingResistance	PhysicalResistance	FireResistance	EarthResistance	WaterResistance	AirResistance	PoisonResistance	Flags	InventoryTab	AddToBottomBar	IgnoredByAI	RuneLevel	RuneEffectWeapon	RuneEffectUpperbody	RuneEffectAmulet	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
Gen_Trap_Indestructible	_Generics				20		0	0						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
ITEM_NoxiousBulb	_Generics				20		0	0						10			12		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
ITEM_Sneaking_Crate	_Generics				20		0	80000						1			-1		100	100	100	100	100	100	100																	
Gen_MetalGrate_Weak	_Generics				1	1	0	50000						6			88			50	80	80	30	80	100	StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
Gen_Door_Weak	_Generics				1	1	0	50000						2						-50	-100	25	25	25	100	StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
Gen_Door_Cracked	_Generics				1	1	0	100000						2						-50	-75	0	0	0	100	StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
Gen_Door_Normal	_Generics				3	1	0	120000						4						-25	-50	25	25	25	100	StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
Gen_Door_Strong	_Generics				10	1	0	150000						6							-25	50	50	50	100	StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
Gen_Door_Fortified	_Generics				13	1	0	250000						8						50	0				100	StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
Gen_Door_Indestructible	_Generics				20	1	0	350000						1			-1		100	100	100	100	100	100	100																	
Gen_Door_Indestructible_Stone	_Generics				20	1	0	350000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
Gen_Wood_Weak	_Generics				1		0	1000						1						-50	-100	25	25	25	100																	
Gen_Wood_Strong	_Generics				10		0	10000						1						-50	-100	50	50	50	100																	
Gen_Wood_Indestructible	_Generics				20		0	40000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
Gen_Wood_VeryHeavy	_Generics				20		0	150000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
Gen_Stone_Weak	_Generics				1		0	1000						1						-25																						
Gen_Stone_Strong	_Generics				10		0	20000						1																												
Gen_Stone_Indestructible	_Generics				20		0	50000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
Gen_MagicWall_Indestructible	_Generics				20		0	50000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
Gen_CharCreationMirror	_Generics				20	0	0	50000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
Gen_Stone_VeryHeavy	_Generics				20		0	150000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
Gen_TombLid	Gen_Stone_Strong				10		0	110000																																		
Gen_TombStone	_Generics				1		0																																			
Gen_Cloth	_Generics				1		0	500																																		
Gen_Weightless	_Generics				1		0	0																																		
Gen_Paper	_Generics				1		0	200																																		
Gen_Glass	_Generics				5		0	50																																		
Gen_Metal	_Generics				10		0	1000																																		
Gen_Tub	_Generics				10		0	10000																																		
Gen_Corpse_Light	_Generics				10		0	30000																																		
Gen_Corpse_Medium	_Generics				10		0	47500																																		
Gen_Corpse_Heavy	_Generics				10		0	70000																																		
Gen_LightSource	_Generics				20		0	1000						1			-1		100	100	100	100	100	100	100	Torch;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
Gen_HeavyMetalLightSource	_Generics				20		0	50000						1			-1		100	100	100	100	100	100	100	Torch;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
Gen_PoisonousMushroom	_Generics	9f41f684-590b-46db-b26d-87189941d8e0			6		0	5000						1			12								200																	
Gen_WoodenBarricade	_Generics				4		0	500000						1																												
Gen_UnstableCorpse	_Generics				10		0	5000						1							0	0	0	80																		
CYS_UniversalController	_Generics				10	3	0	20																																		
CYSBC_Pontius_Warmachine	_Generics				6	2	0	120000						3							10	20	20	20		BurnImmunity;FreezeImmunity;PoisonImmunity																
LUC_VoidCrystal	_Generics				10	2	0	120000						1			60				0	0	0	80		BurnImmunity;FreezeImmunity;PoisonImmunity																
LUC_VoidCrystal_Weak	_Generics				10	2	0	120000						1			60				0	0	0	80		BurnImmunity;FreezeImmunity;PoisonImmunity																
END_VoidCrystal	_Generics				20	2	0	120000						1			60				0	0	0	80		BurnImmunity;FreezeImmunity;PoisonImmunity																
Gen_SpawnHole_Weak	_Generics				5	2	0	50000						2							0	0	0	0	100	BurnImmunity;FreezeImmunity;PoisonImmunity																
Gen_SpawnHole_Strong	_Generics				15	2	0	50000						2							0	0	0	0	100	BurnImmunity;FreezeImmunity;PoisonImmunity																
BOOK_Scroll_Voodoo_Ghost	_Generics	c8b07fb2-b3d9-4605-a72c-857bcb14d44f			1	2	30	10																																		
BOOK_Scroll_Voodoo_Skeleton	_Generics	7e81df94-555a-41d9-b9e4-ea8ac7c35e3b			1	2	30	10																																		
BOOK_Scroll_Voodoo_Zombie	_Generics	cddf8cfa-50f7-4626-982e-2322d2d80d7f			1	2	30	10																																		
TOOL_VoodooDoll	_Generics	ce8dd9b4-a76e-4c43-b26f-362677667c44			3		14	100																																		
TOOL_Shovel_A	_Generics	41486dd2-3fd5-464e-870e-844120cf0517			3	2	2	500																																		
TOOL_Shovel_Improvised_A	_Generics	422f6db6-20a3-4def-97c8-5bf47c69a073			3	2	1	500																																		
LOOT_Guitar_Lute_A	_Generics	58d19c4b-87a5-47f1-8335-f48dd1af3a36			1	0	14	500																			Misc								1	1	1		1			
MCH_Tesla_Ballista_A	_Generics				3	4	0	1000000						10																												
Gen_Ballista_A	_Generics				9	3	0	1000000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
Hum_WaterMillWheel_A	_Generics	fe855c94-edd1-4468-bddf-55a96447cc35			1		0	1000000																																		
FUR_Brew_Fireplace_A	_Generics	f2084f13-99d6-4ec3-afc2-f13f43b1d4af			1		0	1000000																																		
ITEM_FakeArrow	_Generics				3		0	10																																		
ITEM_FakeDagger	_Generics				3		0	100																																		
ITEM_JugglingMace	_Generics				3		0	3000																																		
ITEM_JugglingApple	_Generics				3		0	100																																		
ITEM_JugglingOrange	_Generics				3		0	100																																		
PART_DIY_Sword_Hilt	_Generics	7e641a86-3042-4c4f-88fd-7036eee96da2			15		1	1000																														1				
PART_DIY_Sword_Guard	_Generics	04775a88-ba33-42f8-a8ee-632540c7e972			10		1	1000																														1				
PART_DIY_Sword_Blade	_Generics	9cac2aa2-3d91-4e6b-b2da-24caf9c77753			20		1	1000																														1				
PART_DIY_Axe_Grip	_Generics	33b3fdb9-406c-4ec5-b683-848e77a3f4d4			20		1	1000																														1				
PART_DIY_Axe_Head	_Generics	09212d78-4518-4291-bdb6-71129f03a995			15		1	1000																														1				
PART_DIY_Axe_Shaft	_Generics	4b1a62df-229c-43f9-921f-525498f35297			10		1	1000																														1				
PART_DIY_Staff_Gem	_Generics	75a70a8e-2ac1-41ef-b902-e79591f52aab			20		1	1000																														1				
PART_DIY_Staff_Branch	_Generics	6d6e80a1-c4fc-409b-9de6-c56f1b14a7a4			10		1	1000																														1				
PART_DIY_Staff_Carving	_Generics	a8cb0975-2ff1-4aaf-a451-9a959ec33d00			15		1	1000																														1				
PART_DIY_Bow_String	_Generics	38dee022-7909-4fb3-93ce-50119b7f388e			10		1	1000																														1				
PART_DIY_Bow_Handle	_Generics	058d6a7e-84f5-4ff7-a383-4dd43665d5d0			20		1	1000																														1				
PART_DIY_Bow_Branch	_Generics	0791d837-4669-449b-bfaf-c6b94baf5a2c			15		1	1000																														1				
PUZ_Totem	_Generics				5		0	5000						5							20	20	20	20	20																	
PUZ_UnholyStoup	_Generics				3	0	0	120000						4							100	70	70	0	100																	
TOOL_Wheelbarrow	_Generics	7c4b2c68-ef72-4792-8e39-5518602a50f6			1	0	0	100000						10							-100																					
CEM_Coffin	_Generics				10		0	120000						10							-50	50			100																	
_Toys																																										
LOOT_Toy_TeddyBearClean	_Generics	efcc0a71-7952-4c9c-b890-02acf577862c			1	0	2	500																										Junk	1	1	1		1			
LOOT_Toy_TeddyBearWornOff	_Generics	f08054bf-eac9-44d5-b86d-637ea64ea046			1	0	1	500																										Junk	1	1	1		1			
LOOT_Toy_WoodenBlocks_A	_Generics	5b229b34-16e4-4f4e-bd77-910fa9af26dd			1	0	1	400	Wood																									Junk	1	1	1		1			
LOOT_Toy_WoodenBlocks_B	_Generics	15089b99-7158-427c-9b31-a8a06db14d20			1	0	1	400	Wood																									Junk	1	1	1		1			
LOOT_Toy_WoodenBlocks_C	_Generics	d4acf7d7-4e22-4e00-a9f3-ed6db408985e			1	0	1	400	Wood																									Junk	1	1	1		1			
LOOT_Toy_WoodenBlocks_D	_Generics	7e15a37d-5f75-4c94-b90e-177a11847329			1	0	1	400	Wood																									Junk	1	1	1		1			
LOOT_Toy_Ball_Red_A	_Generics	4c678ab3-982c-40f6-b170-c8ff0f8a4736			3		4	50																															1	20		
UNIQUE_ARX_ToyScenery_Barrel	_Generics	a94844e5-94e5-4488-aacd-59a03b8c2af3			1	0	1	200																																		
UNIQUE_ARX_ToyScenery_Chair_A	_Generics	0b045234-747e-472b-9883-6c5c17152baf			1	0	1	200																																		
UNIQUE_ARX_ToyScenery_DressingPanel_B	_Generics	6bc9b07b-2f39-41d3-b04b-c537930f822d			1	0	1	200																																		
_Grenades			Item	1	10	2	120	1000																		BleedingImmunity;SleepingImmunity;PoisonImmunity	Magical															
GRN_Grenade_ArmorPiercing_A	_Grenades	e057dc4a-3921-4740-a5ac-a4ca6a7a32f7												1																												
GRN_Grenade_MindMaggots_A	_Grenades	2b8f5417-b1f4-4978-983b-a59dc67d903f			12		600							1																												
GRN_Grenade_Molotov_A	_Grenades	5208b121-64fa-4704-8924-c61c576e1ac5			1		40							1																				GrenadeStarter			2		1			
GRN_Grenade_WaterBalloon_A	_Grenades	ee4b83e0-b2dc-4880-a974-af7742e6e960			1		10	200						1																				GrenadeStarter			2		1			
GRN_Grenade_OilFlask_A	_Grenades	54b64fbb-86bf-4f8d-a5c3-a25eac3f8d9d			1		30	200						1																				GrenadeStarter			2		1			
GRN_Grenade_PoisonFlask_A	_Grenades	6409a204-1ad0-4082-89b9-1edca837da2a			1		40	200						1																				GrenadeStarter			2		1			
GRN_Grenade_Taser_A	_Grenades	29373e1d-5f91-490e-89dd-747042a1d6c7			5		150							1																				GrenadeEarly			2		5			
GRN_Grenade_SmokeBomb_A	_Grenades	0c16cc46-26f9-4c07-b334-7905a10591ea			5		100							1																				GrenadeEarly			2		5			
GRN_Grenade_Flashbang_A	_Grenades	a71888d9-9d3f-4004-96c3-bbc1a158c3f6			5		170							1																				GrenadeEarly			2		5			
GRN_Grenade_MustardGas_A	_Grenades	2cba3327-1650-4749-89ce-daeb6139aa17			5		150							1																				GrenadeEarly			2		5			
GRN_Grenade_Nailbomb_A	_Grenades	c2dac4cd-724b-4179-b72b-84e0d9ffa7a1			5		110							1																				GrenadeEarly			2		5			
GRN_Grenade_Love_A	_Grenades	22cd2247-45d7-432c-93bd-782777af3b33			9		600							1																				GrenadeMid			2		9			
GRN_Grenade_Terror_A	_Grenades	cbdc1f53-1acf-4288-bdb2-3ab085d27f29			9		430							1																				GrenadeMid			2		9			
GRN_Grenade_Ice_A	_Grenades	a16947e3-5f2f-42c7-b05b-7cdaeb204d28			9		400							1																				GrenadeMid			2		9			
GRN_Grenade_Holy_A	_Grenades	f7ecad76-b074-4164-a99f-9262d3cd66db			9		600							1																				GrenadeMid			2		9			
GRN_Grenade_Tremor_A	_Grenades	220f7257-faa9-4bc4-903b-ae52765948ea			9		400							1																				GrenadeMid			2		9			
GRN_Grenade_ClusterBomb_A	_Grenades	f70ee2c6-9dda-4eed-b59b-75e4256c9059			16		900							1																				GrenadeLate			2		16			
GRN_Grenade_ChemicalWarfare_A	_Grenades	bdff5d65-29ef-425c-9096-a119e4de228f			16		900							1																				GrenadeLate			2		16			
GRN_Grenade_WaterBlessedBalloon_A	_Grenades	40ce7ae0-d0a9-4d76-b638-4bbd2814075f			16		800	200						1																				GrenadeLate			1		16			
GRN_Grenade_BlessedIce_A	_Grenades	4b70b9dc-ac99-415c-bfc8-15cd6dc9aa7d			16		1000							1																				GrenadeLate			1		16			
GRN_Grenade_CursedClusterBomb_A	_Grenades	d9e9a62c-0266-440d-9501-a6c2c43a22f6			16		1000							1																				GrenadeLate			1		16			
GRN_Grenade_CursedMolotov_A	_Grenades	4f63b088-f686-4e09-8c0f-16df6504f0ea			16		900							1																				GrenadeLate			1		16			
GRN_Grenade_CursedPoisonFlask_A	_Grenades	f216b8d2-4158-4ce6-b8c9-15e920a6add4			16		900	200						1																				GrenadeLate			1		16			
GRN_Grenade_BlessedOilFlask_A	_Grenades	d44fa069-7708-4c0f-a924-f66a75802113			16		900	100						1																				GrenadeLate			1		16			
GRN_Ingredient_Flask_Empty_A	_Generics	072e556f-0a3c-4cd9-b07b-818320954bee			1		25	10																			Ingredient							IngredientEarly			3		1			
GRN_Ingredient_Fuse_A	_Generics	dd3915fd-29c6-4f0b-8d92-49207d7bba3d			1		3	10																			Ingredient							IngredientEarly			1		1			
GRN_Ingredient_Cylinder_Empty_A	_Generics	e2a461e4-1aff-4c68-bb1c-4a6b70793e5a			5		100	100																			Ingredient							IngredientSwamps			3		4			
GRN_Ingredient_Round_Empty_A	_Generics	bc439c9f-d331-49b9-8059-5096ef6b39bd			5		100	100																			Ingredient							IngredientSwamps			3		4			
GRN_Ingredient_Holy_Empty	_Generics	b5d0f1f3-b4a1-4425-8b01-07a6588d1ffa			9		150	100																			Ingredient							IngredientMid			2		8			
GRN_Ingredient_Love_Empty_A	_Generics	e18f5587-50d1-4d1e-8eb4-98cd2b058dfd			9		170	20																			Ingredient							IngredientMid			1		8			
_Arrows			Item	1	10	2								0												Arrow;BleedingImmunity;SleepingImmunity;PoisonImmunity	Magical															
WPN_ArrowShaft_A	_Generics	3ba1a061-0fe3-4c8e-a34a-940aecee16c9			2		1	10	ArrowShaft																									Wood	1	2	1		1			
WPN_ArrowHead_A	_Generics	80a6b218-396c-4579-abd8-af820c96a93c			2		2	20	Metal																									IngredientEarly	1	2	3		1			
WPN_ArrowHead_SlowDown_A	_Generics	c312f6b4-fb4d-4c6e-8aea-baf9b00cb16b			1		30	20																																		
WPN_ArrowHead_Water_A	_Generics	c60e9177-d9df-4f7d-b356-79a8b86218ed			1		25	20																										IngredientEarly	1	1	2		1			
WPN_ArrowHead_Antler_A	_Generics	ba10b6cd-755c-40e5-9ad6-bdbc6462b8e2			1		80	20																										IngredientEarly	1	1	2		1			
WPN_ArrowHead_Poison_A	_Generics	53f9fbd0-eaf6-4b1e-abf2-eeee47819c34			1		30	20																										IngredientEarly	1	1	2		1			
WPN_ArrowHead_Fire_A	_Generics	158f684a-a897-429c-bf92-60cbdd20f1c8			1		35	20																										IngredientEarly	1	1	2		1			
WPN_ArrowHead_Steam_A	_Generics	90e71ab4-a08c-4166-a1be-ab7f776c0582			9		90	20																										IngredientMid	1	1	2		8			
WPN_ArrowHead_Freezing_A	_Generics	7458c4f8-33bd-4550-a1cf-32c9a9ec13a6			9		120	20																										IngredientMid	1	1	2		8			
WPN_ArrowHead_Explosive_A	_Generics	5ef8c289-b547-4110-8b71-e4f46b28a25e			9		140	20																										IngredientMid	1	1	2		8			
WPN_ArrowHead_Charming_A	_Generics	68603aed-eee6-4439-a240-c0eafd3d868f			9		125	20																										IngredientMid	1	1	1		8			
WPN_ArrowHead_Stunning_A	_Generics	d7c174f9-79e7-4795-97a2-9acbdc3a3085			9		120	20																										IngredientMid	1	1	2		8			
WPN_ArrowHead_Static_Could_A	_Generics	fa672733-1ad6-4032-a696-abdbff39b0a3			13		160	20																										IngredientLate	1	1	2		12			
WPN_ArrowHead_Poison_Cloud_A	_Generics	f5d7a7f8-90c3-4b88-9349-5884f5a648ed			13		145	20																										IngredientLate	1	1	2		12			
WPN_ArrowHead_Smokescreen_A	_Generics	21e10290-e482-4ca0-bd4a-566b6f4c9254			13		135	20																										IngredientLate	1	1	2		12			
WPN_ArrowHead_CursedFire_A	_Generics	2ad4d536-07a3-480d-92c1-cf6fad082e1e			16		320	20																										IngredientEnd	1	1	1		16			
WPN_ArrowHead_BlessedWater_A	_Generics	c61dfffd-0d42-4956-bca6-8d63d7dba265			16		290	20																										IngredientEnd	1	1	1		16			
WPN_Arrow_A	_Generics	8b23815a-1625-4b8c-ad33-17cefb3bad21			1	0	1	50	ArrowShaft																																	
WPN_Arrow_SlowDown_A	_Arrows	652b3a02-0fcf-4705-9327-1c813799eaff			1		40	50																																		
WPN_Arrow_Water_A	_Arrows	0d8a606d-abe4-46f1-972a-8fe4f0c2c663			1		30	50																										ArrowStarter			1		1			
WPN_Arrow_KO_A	_Arrows	ee6e9c18-bb6c-4562-abd9-e0a66b3f609f			1		90	50																										ArrowStarter			2		1			
WPN_Arrow_Poison_A	_Arrows	8b4e9517-d883-484f-8a3d-4da6a09b6d79			1		40	50																										ArrowStarter			2		1			
WPN_Arrow_Fire_A	_Arrows	ca50d068-c761-4ca0-86ce-6448507b8bc4			1		50	50																										ArrowStarter			2		1			
WPN_Arrow_Cloud_Steam_A	_Arrows	16ba4dad-171f-4475-8c39-d90804281348			9		110	50																															9			
WPN_Arrow_Freezing_A	_Arrows	dff00e98-e93c-4d16-a3e6-4692441a7cee			9		140	50																										ArrowMid			2		9			
WPN_Arrow_Explosive_A	_Arrows	ecbd8c5a-c1f9-4411-a040-bbe6c85b031d			9		160	50																										ArrowMid			2		9			
WPN_Arrow_Charming_A	_Arrows	d2740ee3-6f34-459d-b4bc-100c34f5ab7a			9		145	50																										ArrowMid			2		9			
WPN_Arrow_Stunning_A	_Arrows	96c6ab23-6431-40a8-aa49-1530349033ca			9		140	50																										ArrowMid			1		9			
WPN_Arrow_Cloud_Static_A	_Arrows	19cdbaa2-ed34-4994-8af7-8d5c72b1b399			13		200	50																										ArrowLate			1		16			
WPN_Arrow_Poison_Cloud_A	_Arrows	a1c4934d-1021-40a3-8c2c-42972208ade8			13		185	50																										ArrowLate			2		16			
WPN_Arrow_SmokeScreen_A	_Arrows	d90f9190-561f-4c12-b68d-222999ed7ae5			13		175	50																															16			
WPN_Arrow_CursedFire_A	_Arrows	543ceb20-8b19-4cff-b562-19a86ffcd2e4			16		400	50																										ArrowLate			1		16			
WPN_Arrow_BlessedWater_A	_Arrows	8757323c-dda2-49df-b576-56ae6c102ad7			16		370	50																										ArrowLate			1		16			
WPN_Arrow_Debuff_All_A	_Arrows	386e54ba-61fd-4e46-8a52-847ad743ba59					50	50																																		
_Runes			Item	1	1			100						0																												
LOOT_Rune_Masterwork_Small	_Runes	8a53fce8-01b2-42e6-bdd5-1aa370d74eb6			5		150																							1	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Small	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Small	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Small	Rune	1	1	9		5	8		
LOOT_Rune_Masterwork_Medium	_Runes	f431a797-02a9-4293-894f-af210be0b798			9		380																							2	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Medium	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Medium	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Medium	Rune	1	1	7		9	12		
LOOT_Rune_Masterwork_Large	_Runes	7e16d9af-6865-4f0f-a67a-144b8ef2da26			13		620																							3	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Large	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Large	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Large	Rune	1	1	5		13	15		
LOOT_Rune_Masterwork_Giant	_Runes	fca17b46-c1dc-4cc2-bd61-5df21d55d15e			16		1150																							4	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Giant	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Giant	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Giant	Rune	1	1	1		16			
LOOT_Rune_Flame_Small	_Runes	30c84c9d-51dc-4178-aaa2-9c894a095197			5		150																							1	_Boost_Weapon_Rune_LOOT_Rune_Flame_Small	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Small	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Small	Rune	1	1	9		5	8		
LOOT_Rune_Flame_Medium	_Runes	a09424da-d18f-4811-8184-80ce6311e43e			9		380																							2	_Boost_Weapon_Rune_LOOT_Rune_Flame_Medium	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Medium	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Medium	Rune	1	1	7		9	12		
LOOT_Rune_Flame_Large	_Runes	9ac874d8-a7e5-48b1-954a-b11b46f6f390			13		620																							3	_Boost_Weapon_Rune_LOOT_Rune_Flame_Large	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Large	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Large	Rune	1	1	5		13	15		
LOOT_Rune_Flame_Giant	_Runes	8862cf16-de20-4a29-9400-91b37fc2d26b			16		1150																							4	_Boost_Weapon_Rune_LOOT_Rune_Flame_Giant	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Giant	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Giant	Rune	1	1	1		16			
LOOT_Rune_Frost_Small	_Runes	42a657df-428c-48d0-a640-c1fbc65268ca			5		150																							1	_Boost_Weapon_Rune_LOOT_Rune_Frost_Small	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Small	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Small	Rune	1	1	9		5	8		
LOOT_Rune_Frost_Medium	_Runes	5820bc99-3c3d-4843-8814-f49fd7f86bb6			9		380																							2	_Boost_Weapon_Rune_LOOT_Rune_Frost_Medium	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Medium	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Medium	Rune	1	1	7		9	12		
LOOT_Rune_Frost_Large	_Runes	4914fea9-7219-4746-9d58-345a0523f343			13		620																							3	_Boost_Weapon_Rune_LOOT_Rune_Frost_Large	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Large	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Large	Rune	1	1	5		13	15		
LOOT_Rune_Frost_Giant	_Runes	2dada42b-41d8-418a-9e4f-4aa389e8dd59			16		1150																							4	_Boost_Weapon_Rune_LOOT_Rune_Frost_Giant	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Giant	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Giant	Rune	1	1	1		16			
