Name	Parent	RecipeCategory	CraftingStation	Type 1	Object 1	Transform 1	Type 2	Object 2	Transform 2	Type 3	Object 3	Transform 3	Type 4	Object 4	Transform 4	Type 5	Object 5	Transform 5	AutoLevel	Requirement	ReqLevel	ResultAmount 1	Result 1	Boost 1	ResultAmount 2	Result 2	Boost 2	ResultAmount 3	Result 3	Boost 3	PreviewStatsID	PreviewIcon	PreviewTooltip	Comment	
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_A_CON_Herb_Mushroom_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_A	Consume	Object	CON_Herb_Mushroom_A	Consume											SCROLL_Target_BloodBubble								SCROLL_Target_BloodBubble				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_A_LOOT_Skull_Human_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_A	Consume	Object	LOOT_Skull_Human_A	Consume											SCROLL_Target_ShacklesOfPain								SCROLL_Target_ShacklesOfPain				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step2_A_CON_Food_Meat_Raw_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step2_A	Consume	Object	CON_Food_Meat_Raw_A	Consume											SCROLL_Summon_BloatedCorpse								SCROLL_Summon_BloatedCorpse				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step2_A_TOOL_Intestines_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step2_A	Consume	Object	TOOL_Intestines_A	Consume											SCROLL_Target_Infect								SCROLL_Target_Infect				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step2_A_CON_Giblets_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step2_A	Consume	Object	CON_Food_Meat_Giblets_A	Consume											SCROLL_Target_DeathsDoor								SCROLL_Target_DeathsDoor				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step2_A_CON_Herb_Mushroom_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step2_A	Consume	Object	CON_Herb_Mushroom_A	Consume											SCROLL_Target_BloodBubble								SCROLL_Target_BloodBubble				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step2_A_LOOT_Skull_Human_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step2_A	Consume	Object	LOOT_Skull_Human_A	Consume											SCROLL_Target_ShacklesOfPain								SCROLL_Target_ShacklesOfPain				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step2_A_LOOT_Skull_Human_A_Ancient		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step2_A	Consume	Object	LOOT_Skull_Human_A_Ancient	Consume											SCROLL_Summon_BonePile								SCROLL_Summon_BonePile				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step2_A_LOOT_Eye_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step2_A	Consume	Object	LOOT_Eye_A	Consume											SCROLL_Target_DecayingTouch								SCROLL_Target_DecayingTouch				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step2_A_LOOT_DirtySocks_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step2_A	Consume	Object	LOOT_DirtySocks_A	Consume											SCROLL_Target_DeathsDoor								SCROLL_Target_DeathsDoor				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step2_A_JUNK_FishSkeleton_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step2_A	Consume	Object	JUNK_FishSkeleton_A	Consume											SCROLL_Shout_BoneCage								SCROLL_Shout_BoneCage				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step2_A_CON_BodyPart_Hand		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step2_A	Consume	Object	CON_BodyPart_Hand	Consume											SCROLL_Target_GraspOfTheStarved								SCROLL_Target_GraspOfTheStarved				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step3_A_CON_Food_Meat_Raw_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step3_A	Consume	Object	CON_Food_Meat_Raw_A	Consume											SCROLL_Summon_BloatedCorpse								SCROLL_Summon_BloatedCorpse				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step3_A_TOOL_Intestines_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step3_A	Consume	Object	TOOL_Intestines_A	Consume											SCROLL_Target_Infect								SCROLL_Target_Infect				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step3_A_CON_Giblets_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step3_A	Consume	Object	CON_Food_Meat_Giblets_A	Consume											SCROLL_Target_DeathsDoor								SCROLL_Target_DeathsDoor				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step3_A_CON_Herb_Mushroom_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step3_A	Consume	Object	CON_Herb_Mushroom_A	Consume											SCROLL_Target_BloodBubble								SCROLL_Target_BloodBubble				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step3_A_LOOT_Skull_Human_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step3_A	Consume	Object	LOOT_Skull_Human_A	Consume											SCROLL_Target_ShacklesOfPain								SCROLL_Target_ShacklesOfPain				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step3_A_LOOT_Skull_Human_A_Ancient		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step3_A	Consume	Object	LOOT_Skull_Human_A_Ancient	Consume											SCROLL_Summon_BonePile								SCROLL_Summon_BonePile				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step3_A_LOOT_Eye_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step3_A	Consume	Object	LOOT_Eye_A	Consume											SCROLL_Target_DecayingTouch								SCROLL_Target_DecayingTouch				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step3_A_JUNK_FishSkeleton_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step3_A	Consume	Object	JUNK_FishSkeleton_A	Consume											SCROLL_Shout_BoneCage								SCROLL_Shout_BoneCage				
BOOK_Paper_Sheet_A_LOOT_Essence_Shadow_Step3_A_LOOT_Goo_SewerSpider_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Shadow_Step3_A	Consume	Object	LOOT_Goo_SewerSpider_A	Consume											SCROLL_Cone_SilencingStare								SCROLL_Cone_SilencingStare				
BOOK_Paper_Sheet_A_LOOT_Source_Orb_CON_BodyPart_Hand		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Source_Orb	Consume	Object	CON_BodyPart_Hand	Consume											SCROLL_Target_GraspOfTheStarved								SCROLL_Target_GraspOfTheStarved				
BOOK_Paper_Sheet_A_LOOT_Source_Orb_LOOT_Eye_A_Creepy		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Source_Orb	Consume	Object	LOOT_Eye_A_Creepy	Consume											SCROLL_Target_BlackShroud								SCROLL_Target_BlackShroud				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_A_CON_Food_Pepper_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_A	Consume	Object	CON_Food_Pepper_A	Consume											SCROLL_Projectile_DimensionalBolt								SCROLL_Projectile_DimensionalBolt				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_A_CON_Food_Garlic		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_A	Consume	Object	CON_Food_Garlic	Consume											SCROLL_Target_Harmony								SCROLL_Target_Harmony				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_A_TOOL_Figurine_Wood_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_A	Consume	Object	TOOL_Figurine_Wood_A	Consume											SCROLL_Summon_TotemFromSurface								SCROLL_Summon_TotemFromSurface				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_A_TOOL_Toy_Wood_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_A	Consume	Object	LOOT_Toy_Doll_Wood_A	Consume											SCROLL_Summon_TotemFromSurface								SCROLL_Summon_TotemFromSurface				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step2_A_LOOT_Wheat_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step2_A	Consume	Object	LOOT_Wheat_A	Consume											SCROLL_Target_SoulMate								SCROLL_Target_SoulMate				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step2_A_CON_Food_Pepper_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step2_A	Consume	Object	CON_Food_Pepper_A	Consume											SCROLL_Projectile_DimensionalBolt								SCROLL_Projectile_DimensionalBolt				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step2_A_CON_Food_Garlic		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step2_A	Consume	Object	CON_Food_Garlic	Consume											SCROLL_Target_Harmony								SCROLL_Target_Harmony				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step2_A_TOOL_Figurine_Wood_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step2_A	Consume	Object	TOOL_Figurine_Wood_A	Consume											SCROLL_Summon_TotemFromSurface								SCROLL_Summon_TotemFromSurface				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step2_A_TOOL_Toy_Wood_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step2_A	Consume	Object	LOOT_Toy_Doll_Wood_A	Consume											SCROLL_Summon_TotemFromSurface								SCROLL_Summon_TotemFromSurface				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step2_A_FoodVoidwokenFish		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step2_A	Consume	Category	FoodVoidwokenFish	Consume											SCROLL_Curse								SCROLL_Curse				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step3_A_LOOT_Wheat_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step3_A	Consume	Object	LOOT_Wheat_A	Consume											SCROLL_Target_SoulMate								SCROLL_Target_SoulMate				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step3_A_CON_Food_Pepper_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step3_A	Consume	Object	CON_Food_Pepper_A	Consume											SCROLL_Projectile_DimensionalBolt								SCROLL_Projectile_DimensionalBolt				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step3_A_CON_Food_Garlic		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step3_A	Consume	Object	CON_Food_Garlic	Consume											SCROLL_Target_Harmony								SCROLL_Target_Harmony				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step3_A_TOOL_Figurine_Wood_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step3_A	Consume	Object	TOOL_Figurine_Wood_A	Consume											SCROLL_Summon_TotemFromSurface								SCROLL_Summon_TotemFromSurface				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step3_A_TOOL_Toy_Wood_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step3_A	Consume	Object	LOOT_Toy_Doll_Wood_A	Consume											SCROLL_Summon_TotemFromSurface								SCROLL_Summon_TotemFromSurface				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step3_A_FoodVoidwokenFish		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step3_A	Consume	Category	FoodVoidwokenFish	Consume											SCROLL_Curse								SCROLL_Curse				
BOOK_Paper_Sheet_A_LOOT_Soul_Tormented_Step3_A_Honey		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Soul_Tormented_Step3_A	Consume	Property	Honey	None											SCROLL_Ranger_Charm								SCROLL_Ranger_Charm				
BOOK_Paper_Sheet_A_LOOT_Source_Orb_CON_Food_Carrot_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Source_Orb	Consume	Object	CON_Food_Carrot_A	Consume											SCROLL_Storm_Ethereal								SCROLL_Storm_Ethereal				
BOOK_Paper_Sheet_A_LOOT_Source_Orb_CON_Food_Grapes_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Source_Orb	Consume	Object	CON_Food_Grapes_A	Consume											SCROLL_Summon_PlanarGateway								SCROLL_Summon_PlanarGateway				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_A_LOOT_Foot_Chicken_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_A	Consume	Object	LOOT_Foot_Chicken_A	Consume											SCROLL_Target_ChickenTouch								SCROLL_Target_ChickenTouch				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_A_LOOT_Foot_Chicken_A_Big		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_A	Consume	Object	LOOT_Foot_Chicken_A_Big	Consume											SCROLL_Target_ChickenTouch								SCROLL_Target_ChickenTouch				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_A_LOOT_Sinew_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_A	Consume	Object	LOOT_Sinew_A	Consume											SCROLL_Shout_Wings								SCROLL_Shout_Wings				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_A_LOOT_Tail_A_Rat_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_A	Consume	Object	LOOT_Tail_A_Rat_A	Consume											SCROLL_Target_TentacleLash								SCROLL_Target_TentacleLash				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_A_Metal		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_A	Consume	Category	Metal	Consume											SCROLL_Shout_SteelSkin								SCROLL_Shout_SteelSkin				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_A_LOOT_Antler_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_A	Consume	Object	LOOT_Antler_A	Consume											SCROLL_Shout_BullHorns								SCROLL_Shout_BullHorns				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_A_LOOT_Antler_A_Adult		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_A	Consume	Object	LOOT_Antler_A_Adult	Consume											SCROLL_Shout_BullHorns								SCROLL_Shout_BullHorns				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_A_LOOT_Tail_A_Rat_A_Long		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_A	Consume	Object	LOOT_Tail_A_Rat_A_Long	Consume											SCROLL_Shout_ChameleonSkin								SCROLL_Shout_ChameleonSkin				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step2_A_LOOT_Leg_Anthropod_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step2_A	Consume	Object	LOOT_Leg_Anthropod_A	Consume											SCROLL_Shout_SpiderLegs								SCROLL_Shout_SpiderLegs				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step2_A_Oil		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step2_A	Consume	Property	Oil	None											SCROLL_Projectile_LaunchOilBlob								SCROLL_Projectile_LaunchOilBlob				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step2_A_LOOT_Foot_Chicken_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step2_A	Consume	Object	LOOT_Foot_Chicken_A	Consume											SCROLL_Target_ChickenTouch								SCROLL_Target_ChickenTouch				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step2_A_LOOT_Foot_Chicken_A_Big		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step2_A	Consume	Object	LOOT_Foot_Chicken_A_Big	Consume											SCROLL_Target_ChickenTouch								SCROLL_Target_ChickenTouch				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step2_A_LOOT_Sinew_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step2_A	Consume	Object	LOOT_Sinew_A	Consume											SCROLL_Shout_Wings								SCROLL_Shout_Wings				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step2_A_LOOT_Tail_A_Rat_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step2_A	Consume	Object	LOOT_Tail_A_Rat_A	Consume											SCROLL_Target_TentacleLash								SCROLL_Target_TentacleLash				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step2_A_Metal		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step2_A	Consume	Category	Metal	Consume											SCROLL_Shout_SteelSkin								SCROLL_Shout_SteelSkin				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step2_A_LOOT_Antler_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step2_A	Consume	Object	LOOT_Antler_A	Consume											SCROLL_Shout_BullHorns								SCROLL_Shout_BullHorns				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step2_A_LOOT_Antler_A_Adult		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step2_A	Consume	Object	LOOT_Antler_A_Adult	Consume											SCROLL_Shout_BullHorns								SCROLL_Shout_BullHorns				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step2_A_LOOT_Tail_A_Rat_A_Long		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step2_A	Consume	Object	LOOT_Tail_A_Rat_A_Long	Consume											SCROLL_Shout_ChameleonSkin								SCROLL_Shout_ChameleonSkin				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step3_A_LOOT_Leg_Anthropod_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step3_A	Consume	Object	LOOT_Leg_Anthropod_A	Consume											SCROLL_Shout_SpiderLegs								SCROLL_Shout_SpiderLegs				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step3_A_Oil		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step3_A	Consume	Property	Oil	None											SCROLL_Projectile_LaunchOilBlob								SCROLL_Projectile_LaunchOilBlob				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step3_A_LOOT_Foot_Chicken_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step3_A	Consume	Object	LOOT_Foot_Chicken_A	Consume											SCROLL_Target_ChickenTouch								SCROLL_Target_ChickenTouch				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step3_A_LOOT_Foot_Chicken_A_Big		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step3_A	Consume	Object	LOOT_Foot_Chicken_A_Big	Consume											SCROLL_Target_ChickenTouch								SCROLL_Target_ChickenTouch				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step3_A_LOOT_Sinew_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step3_A	Consume	Object	LOOT_Sinew_A	Consume											SCROLL_Shout_Wings								SCROLL_Shout_Wings				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step3_A_LOOT_Tail_A_Rat_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step3_A	Consume	Object	LOOT_Tail_A_Rat_A	Consume											SCROLL_Target_TentacleLash								SCROLL_Target_TentacleLash				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step3_A_Metal		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step3_A	Consume	Category	Metal	Consume											SCROLL_Shout_SteelSkin								SCROLL_Shout_SteelSkin				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step3_A_LOOT_Antler_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step3_A	Consume	Object	LOOT_Antler_A	Consume											SCROLL_Shout_BullHorns								SCROLL_Shout_BullHorns				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step3_A_LOOT_Antler_A_Adult		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step3_A	Consume	Object	LOOT_Antler_A_Adult	Consume											SCROLL_Shout_BullHorns								SCROLL_Shout_BullHorns				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step3_A_LOOT_Tail_A_Rat_A_Long		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step3_A	Consume	Object	LOOT_Tail_A_Rat_A_Long	Consume											SCROLL_Shout_ChameleonSkin								SCROLL_Shout_ChameleonSkin				
BOOK_Paper_Sheet_A_LOOT_Essence_Life_Step3_A_LOOT_Shell_B_PilgrimsShell		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Life_Step3_A	Consume	Object	LOOT_Shell_B_PilgrimsShell	Consume											SCROLL_Target_Equalize								SCROLL_Target_Equalize				
BOOK_Paper_Sheet_A_LOOT_Source_Orb_LOOT_Scales_Animal_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Source_Orb	Consume	Object	LOOT_Scales_Animal_A	Consume											SCROLL_Shout_ShedSkin								SCROLL_Shout_ShedSkin				
BOOK_Paper_Sheet_A_LOOT_Source_Orb_LOOT_SourcePuppet_Bead_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Source_Orb	Consume	Object	LOOT_SourcePuppet_Bead_A	Consume											SCROLL_Shout_Apotheosis								SCROLL_Shout_Apotheosis				
BOOK_Skill_Air_Blank_A_SCROLL_Shout_BlindingRadiance		Grimoire		Object	BOOK_Skill_Air_Blank_Step2_A	Transform	Object	SCROLL_Shout_BlindingRadiance	Consume														SKILLBOOK_Air_BlindingRadiance								SKILLBOOK_Air_BlindingRadiance				
BOOK_Skill_Air_Blank_A_SCROLL_Projectile_ChainLightning		Grimoire		Object	BOOK_Skill_Air_Blank_Step2_A	Transform	Object	SCROLL_Projectile_ChainLightning	Consume														SKILLBOOK_Air_ChainLightning								SKILLBOOK_Air_ChainLightning				
BOOK_Skill_Air_Blank_A_SCROLL_ElectricFence		Grimoire		Object	BOOK_Skill_Air_Blank_Step2_A	Transform	Object	SCROLL_ElectricFence	Consume														SKILLBOOK_Air_ElectricFence								SKILLBOOK_Air_ElectricFence				
BOOK_Skill_Air_Blank_A_SCROLL_Shout_FavourableWind		Grimoire		Object	BOOK_Skill_Air_Blank_A	Transform	Object	SCROLL_Shout_FavourableWind	Consume														SKILLBOOK_Air_FavourableWind								SKILLBOOK_Air_FavourableWind				
BOOK_Skill_Air_Blank_A_SCROLL_LighningBolt		Grimoire		Object	BOOK_Skill_Air_Blank_A	Transform	Object	SCROLL_LighningBolt	Consume														SKILLBOOK_Air_LightningBolt								SKILLBOOK_Air_LightningBolt				
BOOK_Skill_Air_Blank_A_SCROLL_Teleportation_Netherswap		Grimoire		Object	BOOK_Skill_Air_Blank_Step2_A	Transform	Object	SCROLL_Teleportation_Netherswap	Consume														SKILLBOOK_Air_Netherswap								SKILLBOOK_Air_Netherswap				
BOOK_Skill_Air_Blank_A_SCROLL_Target_ShockingTouch		Grimoire		Object	BOOK_Skill_Air_Blank_A	Transform	Object	SCROLL_Target_ShockingTouch	Consume														SKILLBOOK_Air_ShockingTouch								SKILLBOOK_Air_ShockingTouch				
BOOK_Skill_Air_Blank_A_SCROLL_Teleportation		Grimoire		Object	BOOK_Skill_Air_Blank_A	Transform	Object	SCROLL_Teleportation	Consume														SKILLBOOK_Air_Teleportation_FreeFall								SKILLBOOK_Air_Teleportation_FreeFall				
BOOK_Skill_Air_Blank_A_SCROLL_Tornado_1		Grimoire		Object	BOOK_Skill_Air_Blank_Step2_A	Transform	Object	SCROLL_Tornado_1	Consume														SKILLBOOK_Air_Tornado								SKILLBOOK_Air_Tornado				
BOOK_Skill_Earth_Blank_A_SCROLL_AcidSpores		Grimoire		Object	BOOK_Skill_Earth_Blank_Step2_A	Transform	Object	SCROLL_AcidSpores	Consume														SKILLBOOK_Earth_AcidSpores								SKILLBOOK_Earth_AcidSpores				
BOOK_Skill_Earth_Blank_A_SCROLL_Shout_Contamination		Grimoire		Object	BOOK_Skill_Earth_Blank_A	Transform	Object	SCROLL_Shout_Contamination	Consume														SKILLBOOK_Earth_Contamination								SKILLBOOK_Earth_Contamination				
BOOK_Skill_Earth_Blank_A_SCROLL_Fortify		Grimoire		Object	BOOK_Skill_Earth_Blank_A	Transform	Object	SCROLL_Fortify	Consume														SKILLBOOK_Earth_Fortify								SKILLBOOK_Earth_Fortify				
BOOK_Skill_Earth_Blank_A_SCROLL_PoisonDart		Grimoire		Object	BOOK_Skill_Earth_Blank_A	Transform	Object	SCROLL_PoisonDart	Consume														SKILLBOOK_Earth_PoisonDart								SKILLBOOK_Earth_PoisonDart				
BOOK_Skill_Earth_Blank_A_SCROLL_FossilStrike		Grimoire		Object	BOOK_Skill_Earth_Blank_A	Transform	Object	SCROLL_FossilStrike	Consume														SKILLBOOK_Earth_PyroclasticRock								SKILLBOOK_Earth_PyroclasticRock				
BOOK_Skill_Earth_Blank_A_SCROLL_Target_RockSpikes		Grimoire		Object	BOOK_Skill_Earth_Blank_A	Transform	Object	SCROLL_Target_RockSpikes	Consume														SKILLBOOK_Earth_RockSpikes								SKILLBOOK_Earth_RockSpikes				
BOOK_Skill_Fire_Blank_A_SCROLL_Target_BurnMyEyes		Grimoire		Object	BOOK_Skill_Fire_Blank_A	Transform	Object	SCROLL_Target_BurnMyEyes	Consume														SKILLBOOK_Fire_BurnMyEyes								SKILLBOOK_Fire_BurnMyEyes				
BOOK_Skill_Fire_Blank_A_SCROLL_Fireball		Grimoire		Object	BOOK_Skill_Fire_Blank_A	Transform	Object	SCROLL_Fireball	Consume														SKILLBOOK_Fire_Fireball								SKILLBOOK_Fire_Fireball				
BOOK_Skill_Fire_Blank_A_SCROLL_Target_Fireblood		Grimoire		Object	BOOK_Skill_Fire_Blank_A	Transform	Object	SCROLL_Target_Fireblood	Consume														SKILLBOOK_Fire_Fireblood								SKILLBOOK_Fire_Fireblood				
