Name	Parent	ItemGroup	ModifierType	Act	Level	Slot	Requirements	Armor Defense Value	ArmorBoost	Magic Armor Value	MagicArmorBoost	Durability	DurabilityDegradeSpeed	Value	Weight	Movement	Initiative	Fire	Air	Water	Earth	Poison	Piercing	Physical	StrengthBoost	FinesseBoost	IntelligenceBoost	ConstitutionBoost	MemoryBoost	WitsBoost	SingleHanded	TwoHanded	Ranged	DualWielding	Perseverance	Leadership	PainReflection	WarriorLore	RangerLore	RogueLore	Sourcery	FireSpecialist	WaterSpecialist	AirSpecialist	EarthSpecialist	Necromancy	Polymorph	Summoning	Telekinesis	Sneaking	Thievery	Loremaster	Repair	Barter	Persuasion	Luck	SightBoost	HearingBoost	VitalityBoost	MagicPointsBoost	ChanceToHitBoost	APMaximum	APStart	APRecovery	AccuracyBoost	DodgeBoost	CriticalChance	Reflection	MaxSummons	Skills	Talents	Tags	ExtraProperties	Flags	Boosts	ComboCategory	InventoryTab	ArmorType	ItemColor	NeedsIdentification	Charges	MaxCharges	RuneSlots	RuneSlots_V1	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
_Boost_Armor_Belt_Resistance_Earth_Medium	_BOOSTS_Armor													8							12																																																																								
_Boost_Armor_Belt_Resistance_Fire_Medium	_BOOSTS_Armor													8				12																																																																											
_Boost_Armor_Belt_Resistance_Poison_Medium	_BOOSTS_Armor													8								12																																																																							
_Boost_Armor_Belt_Resistance_Water_Medium	_BOOSTS_Armor													8						12																																																																									
_Boost_Armor_Belt_Primary_Finesse	_BOOSTS_Armor													12												1																																																																			
_Boost_Armor_Belt_Primary_Finesse_Large	_BOOSTS_Armor													18												3																																																																			
_Boost_Armor_Belt_Primary_Finesse_Medium	_BOOSTS_Armor													14												2																																																																			
_Boost_Armor_Belt_Primary_Memory	_BOOSTS_Armor													12															1																																																																
_Boost_Armor_Belt_Primary_Memory_Large	_BOOSTS_Armor													18															3																																																																
_Boost_Armor_Belt_Primary_Memory_Medium	_BOOSTS_Armor													14															2																																																																
_Boost_Armor_Belt_Primary_Strength	_BOOSTS_Armor													12											1																																																																				
_Boost_Armor_Belt_Primary_Strength_Large	_BOOSTS_Armor													18											3																																																																				
_Boost_Armor_Belt_Primary_Strength_Medium	_BOOSTS_Armor													14											2																																																																				
_Boost_Armor_Belt_Primary_Wits	_BOOSTS_Armor													12																1																																																															
_Boost_Armor_Belt_Primary_Wits_Large	_BOOSTS_Armor													18																3																																																															
_Boost_Armor_Belt_Primary_Wits_Medium	_BOOSTS_Armor													14																2																																																															
_Boost_Armor_Belt_Primary_Constitution	_BOOSTS_Armor													12														1																																																																	
_Boost_Armor_Belt_Primary_Constitution_Large	_BOOSTS_Armor													18														3																																																																	
_Boost_Armor_Belt_Primary_Constitution_Medium	_BOOSTS_Armor													14														2																																																																	
_Boost_Armor_Belt_Secondary_Dodge	_BOOSTS_Armor													5																																																				3																											
_Boost_Armor_Belt_Secondary_Dodge_Large	_BOOSTS_Armor													7																																																				7																											
_Boost_Armor_Belt_Secondary_Dodge_Medium	_BOOSTS_Armor													6																																																				5																											
_Boost_Armor_Belt_Secondary_Initiative	_BOOSTS_Armor													5			2																																																																												
_Boost_Armor_Belt_Secondary_Initiative_Large	_BOOSTS_Armor													7			6																																																																												
_Boost_Armor_Belt_Secondary_Initiative_Medium	_BOOSTS_Armor													6			4																																																																												
_Boost_Armor_Belt_Secondary_Vitality	_BOOSTS_Armor													5																																													9																																		
_Boost_Armor_Belt_Secondary_Vitality_Large	_BOOSTS_Armor													7																																													17																																		
_Boost_Armor_Belt_Secondary_Vitality_Medium	_BOOSTS_Armor													6																																													13																																		
_Boost_Armor_Belt_Armour_Physical	_BOOSTS_Armor							10						5																																																																															
_Boost_Armor_Belt_Armour_Physical_Large	_BOOSTS_Armor							30						9																																																																															
_Boost_Armor_Belt_Armour_Physical_Medium	_BOOSTS_Armor							20						7																																																																															
_Boost_Armor_Amulet_Ability_Air	_BOOSTS_Armor													9																														1																																																	
_Boost_Armor_Amulet_Ability_Air_Large	_BOOSTS_Armor													12																														2																																																	
_Boost_Armor_Amulet_Ability_Air_Medium	_BOOSTS_Armor													10																														1																																																	
_Boost_Armor_Amulet_Ability_Bartering	_BOOSTS_Armor													8																																								1																																							
_Boost_Armor_Amulet_Ability_Bartering_Large	_BOOSTS_Armor													12																																								1																																							
_Boost_Armor_Amulet_Ability_Bartering_Medium	_BOOSTS_Armor													10																																								1																																							
_Boost_Armor_Amulet_Ability_Death	_BOOSTS_Armor													8																																1																																															
_Boost_Armor_Amulet_Ability_Death_Large	_BOOSTS_Armor													12																																2																																															
_Boost_Armor_Amulet_Ability_Death_Medium	_BOOSTS_Armor													10																																1																																															
_Boost_Armor_Amulet_Ability_OneHanded	_BOOSTS_Armor													8																	1																																																														
_Boost_Armor_Amulet_Ability_OneHanded_Large	_BOOSTS_Armor													12																	2																																																														
_Boost_Armor_Amulet_Ability_OneHanded_Medium	_BOOSTS_Armor													10																	1																																																														
_Boost_Armor_Amulet_Ability_TwoHanded	_BOOSTS_Armor													8																		1																																																													
_Boost_Armor_Amulet_Ability_TwoHanded_Large	_BOOSTS_Armor													12																		2																																																													
_Boost_Armor_Amulet_Ability_TwoHanded_Medium	_BOOSTS_Armor													10																		1																																																													
_Boost_Armor_Amulet_Ability_Ranged	_BOOSTS_Armor													8																			1																																																												
_Boost_Armor_Amulet_Ability_Ranged_Large	_BOOSTS_Armor													12																			2																																																												
_Boost_Armor_Amulet_Ability_Ranged_Medium	_BOOSTS_Armor													10																			1																																																												
_Boost_Armor_Amulet_Ability_DualWielding	_BOOSTS_Armor													8																				1																																																											
_Boost_Armor_Amulet_Ability_DualWielding_Large	_BOOSTS_Armor													12																				2																																																											
_Boost_Armor_Amulet_Ability_DualWielding_Medium	_BOOSTS_Armor													10																				1																																																											
_Boost_Armor_Amulet_Ability_Earth	_BOOSTS_Armor													8																															1																																																
_Boost_Armor_Amulet_Ability_Earth_Large	_BOOSTS_Armor													12																															2																																																
_Boost_Armor_Amulet_Ability_Earth_Medium	_BOOSTS_Armor													10																															1																																																
_Boost_Armor_Amulet_Ability_Fire	_BOOSTS_Armor													8																												1																																																			
_Boost_Armor_Amulet_Ability_Fire_Large	_BOOSTS_Armor													12																												2																																																			
_Boost_Armor_Amulet_Ability_Fire_Medium	_BOOSTS_Armor													10																												1																																																			
_Boost_Armor_Amulet_Ability_Hunting	_BOOSTS_Armor													8																									1																																																						
_Boost_Armor_Amulet_Ability_Hunting_Large	_BOOSTS_Armor													12																									2																																																						
_Boost_Armor_Amulet_Ability_Hunting_Medium	_BOOSTS_Armor													10																									1																																																						
_Boost_Armor_Amulet_Ability_Perseverance	_BOOSTS_Armor													8																					1																																																										
_Boost_Armor_Amulet_Ability_Perseverance_Large	_BOOSTS_Armor													12																					2																																																										
_Boost_Armor_Amulet_Ability_Perseverance_Medium	_BOOSTS_Armor													10																					1																																																										
_Boost_Armor_Amulet_Ability_Leadership	_BOOSTS_Armor													8																						1																																																									
_Boost_Armor_Amulet_Ability_Leadership_Large	_BOOSTS_Armor													12																						2																																																									
_Boost_Armor_Amulet_Ability_Leadership_Medium	_BOOSTS_Armor													10																						1																																																									
_Boost_Armor_Amulet_Ability_PainReflection	_BOOSTS_Armor													8																							1																																																								
_Boost_Armor_Amulet_Ability_PainReflection_Large	_BOOSTS_Armor													12																							2																																																								
_Boost_Armor_Amulet_Ability_PainReflection_Medium	_BOOSTS_Armor													10																							1																																																								
_Boost_Armor_Amulet_Ability_Loremaster	_BOOSTS_Armor													8																																						1																																									
_Boost_Armor_Amulet_Ability_Loremaster_Large	_BOOSTS_Armor													12																																						1																																									
_Boost_Armor_Amulet_Ability_Loremaster_Medium	_BOOSTS_Armor													10																																						1																																									
_Boost_Armor_Amulet_Ability_Luck	_BOOSTS_Armor													8																																										1																																					
_Boost_Armor_Amulet_Ability_Luck_Large	_BOOSTS_Armor													12																																										1																																					
_Boost_Armor_Amulet_Ability_Luck_Medium	_BOOSTS_Armor													10																																										1																																					
_Boost_Armor_Amulet_Ability_Persuasion	_BOOSTS_Armor													8																																									1																																						
_Boost_Armor_Amulet_Ability_Persuasion_Large	_BOOSTS_Armor													12																																									1																																						
_Boost_Armor_Amulet_Ability_Persuasion_Medium	_BOOSTS_Armor													10																																									1																																						
_Boost_Armor_Amulet_Ability_Polymorph	_BOOSTS_Armor													8																																	1																																														
_Boost_Armor_Amulet_Ability_Polymorph_Large	_BOOSTS_Armor													12																																	2																																														
_Boost_Armor_Amulet_Ability_Polymorph_Medium	_BOOSTS_Armor													10																																	1																																														
_Boost_Armor_Amulet_Ability_Rogues	_BOOSTS_Armor													8																										1																																																					
_Boost_Armor_Amulet_Ability_Rogues_Large	_BOOSTS_Armor													12																										2																																																					
_Boost_Armor_Amulet_Ability_Rogues_Medium	_BOOSTS_Armor													10																										1																																																					
_Boost_Armor_Amulet_Ability_Sneaking	_BOOSTS_Armor													8																																				1																																											
_Boost_Armor_Amulet_Ability_Sneaking_Large	_BOOSTS_Armor													12																																				1																																											
_Boost_Armor_Amulet_Ability_Sneaking_Medium	_BOOSTS_Armor													10																																				1																																											
_Boost_Armor_Amulet_Ability_Summoning	_BOOSTS_Armor													8																																		1																																													
_Boost_Armor_Amulet_Ability_Summoning_Large	_BOOSTS_Armor													12																																		2																																													
_Boost_Armor_Amulet_Ability_Summoning_Medium	_BOOSTS_Armor													10																																		1																																													
_Boost_Armor_Amulet_Ability_Telekinesis	_BOOSTS_Armor													8																																			1																																												
_Boost_Armor_Amulet_Ability_Telekinesis_Large	_BOOSTS_Armor													12																																			1																																												
_Boost_Armor_Amulet_Ability_Telekinesis_Medium	_BOOSTS_Armor													10																																			1																																												
_Boost_Armor_Amulet_Ability_Lockpicking	_BOOSTS_Armor													8																																					1																																										
_Boost_Armor_Amulet_Ability_Lockpicking_Large	_BOOSTS_Armor													12																																					1																																										
_Boost_Armor_Amulet_Ability_Lockpicking_Medium	_BOOSTS_Armor													10																																					1																																										
_Boost_Armor_Amulet_Ability_Warfare	_BOOSTS_Armor													8																								1																																																							
_Boost_Armor_Amulet_Ability_Warfare_Large	_BOOSTS_Armor													12																								2																																																							
_Boost_Armor_Amulet_Ability_Warfare_Medium	_BOOSTS_Armor													10																								1																																																							
_Boost_Armor_Amulet_Ability_Water	_BOOSTS_Armor													8																													1																																																		
_Boost_Armor_Amulet_Ability_Water_Large	_BOOSTS_Armor													12																													2																																																		
_Boost_Armor_Amulet_Ability_Water_Medium	_BOOSTS_Armor													10																													1																																																		
_Boost_Armor_Boots_Ability_Hunting	_BOOSTS_Armor													8																									1																																																						
_Boost_Armor_Boots_Ability_Hunting_Large	_BOOSTS_Armor													12																									2																																																						
_Boost_Armor_Boots_Ability_Hunting_Medium	_BOOSTS_Armor													10																									1																																																						
_Boost_Armor_Boots_Ability_Luck	_BOOSTS_Armor													8																																										1																																					
_Boost_Armor_Boots_Ability_Luck_Large	_BOOSTS_Armor													12																																										1																																					
_Boost_Armor_Boots_Ability_Luck_Medium	_BOOSTS_Armor													10																																										1																																					
_Boost_Armor_Boots_Ability_Polymorph	_BOOSTS_Armor													8																																	1																																														
_Boost_Armor_Boots_Ability_Polymorph_Large	_BOOSTS_Armor													12																																	2																																														
_Boost_Armor_Boots_Ability_Polymorph_Medium	_BOOSTS_Armor													10																																	1																																														
_Boost_Armor_Boots_Ability_Rogues	_BOOSTS_Armor													8																										1																																																					
_Boost_Armor_Boots_Ability_Rogues_Large	_BOOSTS_Armor													12																										2																																																					
_Boost_Armor_Boots_Ability_Rogues_Medium	_BOOSTS_Armor													10																										1																																																					
_Boost_Armor_Boots_Ability_Sneaking	_BOOSTS_Armor													8																																				1																																											
_Boost_Armor_Boots_Ability_Sneaking_Large	_BOOSTS_Armor													12																																				1																																											
_Boost_Armor_Boots_Ability_Sneaking_Medium	_BOOSTS_Armor													10																																				1																																											
_Boost_Armor_Gloves_Ability_OneHanded	_BOOSTS_Armor													8																	1																																																														
_Boost_Armor_Gloves_Ability_OneHanded_Large	_BOOSTS_Armor													12																	2																																																														
_Boost_Armor_Gloves_Ability_OneHanded_Medium	_BOOSTS_Armor													10																	1																																																														
_Boost_Armor_Gloves_Ability_TwoHanded	_BOOSTS_Armor													8																		1																																																													
_Boost_Armor_Gloves_Ability_TwoHanded_Large	_BOOSTS_Armor													12																		2																																																													
_Boost_Armor_Gloves_Ability_TwoHanded_Medium	_BOOSTS_Armor													10																		1																																																													
_Boost_Armor_Gloves_Ability_Ranged	_BOOSTS_Armor													8																			1																																																												
_Boost_Armor_Gloves_Ability_Ranged_Large	_BOOSTS_Armor													12																			2																																																												
_Boost_Armor_Gloves_Ability_Ranged_Medium	_BOOSTS_Armor													10																			1																																																												
_Boost_Armor_Gloves_Ability_DualWielding	_BOOSTS_Armor													8																				1																																																											
_Boost_Armor_Gloves_Ability_DualWielding_Large	_BOOSTS_Armor													12																				2																																																											
_Boost_Armor_Gloves_Ability_DualWielding_Medium	_BOOSTS_Armor													10																				1																																																											
_Boost_Armor_Gloves_Ability_Telekinesis	_BOOSTS_Armor													8																																			1																																												
_Boost_Armor_Gloves_Ability_Telekinesis_Large	_BOOSTS_Armor													12																																			1																																												
_Boost_Armor_Gloves_Ability_Telekinesis_Medium	_BOOSTS_Armor													10																																			1																																												
_Boost_Armor_Gloves_Ability_Lockpicking	_BOOSTS_Armor													8																																					1																																										
_Boost_Armor_Gloves_Ability_Lockpicking_Large	_BOOSTS_Armor													12																																					1																																										
_Boost_Armor_Gloves_Ability_Lockpicking_Medium	_BOOSTS_Armor													10																																					1																																										
_Boost_Armor_Helmet_Ability_Air	_BOOSTS_Armor													8																														1																																																	
_Boost_Armor_Helmet_Ability_Air_Large	_BOOSTS_Armor													12																														2																																																	
_Boost_Armor_Helmet_Ability_Air_Medium	_BOOSTS_Armor													10																														1																																																	
_Boost_Armor_Helmet_Ability_Bartering	_BOOSTS_Armor													8																																								1																																							
_Boost_Armor_Helmet_Ability_Bartering_Large	_BOOSTS_Armor													12																																								1																																							
_Boost_Armor_Helmet_Ability_Bartering_Medium	_BOOSTS_Armor													10																																								1																																							
_Boost_Armor_Helmet_Ability_Earth	_BOOSTS_Armor													8																															1																																																
_Boost_Armor_Helmet_Ability_Earth_Large	_BOOSTS_Armor													12																															2																																																
_Boost_Armor_Helmet_Ability_Earth_Medium	_BOOSTS_Armor													10																															1																																																
_Boost_Armor_Helmet_Ability_Fire	_BOOSTS_Armor													8																												1																																																			
_Boost_Armor_Helmet_Ability_Fire_Large	_BOOSTS_Armor													12																												2																																																			
_Boost_Armor_Helmet_Ability_Fire_Medium	_BOOSTS_Armor													10																												1																																																			
_Boost_Armor_Helmet_Ability_Death	_BOOSTS_Armor													8																																1																																															
_Boost_Armor_Helmet_Ability_Death_Large	_BOOSTS_Armor													12																																2																																															
_Boost_Armor_Helmet_Ability_Death_Medium	_BOOSTS_Armor													10																																1																																															
_Boost_Armor_Helmet_Ability_Summoning	_BOOSTS_Armor													8																																		1																																													
_Boost_Armor_Helmet_Ability_Summoning_Large	_BOOSTS_Armor													12																																		2																																													
_Boost_Armor_Helmet_Ability_Summoning_Medium	_BOOSTS_Armor													10																																		1																																													
_Boost_Armor_Helmet_Ability_Hunting	_BOOSTS_Armor													8																									1																																																						
_Boost_Armor_Helmet_Ability_Hunting_Large	_BOOSTS_Armor													12																									2																																																						
_Boost_Armor_Helmet_Ability_Hunting_Medium	_BOOSTS_Armor													10																									1																																																						
_Boost_Armor_Helmet_Ability_Rogues	_BOOSTS_Armor													8																										1																																																					
_Boost_Armor_Helmet_Ability_Rogues_Large	_BOOSTS_Armor													12																										2																																																					
_Boost_Armor_Helmet_Ability_Rogues_Medium	_BOOSTS_Armor													10																										1																																																					
_Boost_Armor_Helmet_Ability_Warfare	_BOOSTS_Armor													8																								1																																																							
_Boost_Armor_Helmet_Ability_Warfare_Large	_BOOSTS_Armor													12																								2																																																							
_Boost_Armor_Helmet_Ability_Warfare_Medium	_BOOSTS_Armor													10																								1																																																							
_Boost_Armor_Helmet_Ability_Leadership	_BOOSTS_Armor													8																						1																																																									
_Boost_Armor_Helmet_Ability_Leadership_Large	_BOOSTS_Armor													12																						2																																																									
_Boost_Armor_Helmet_Ability_Leadership_Medium	_BOOSTS_Armor													10																						1																																																									
_Boost_Armor_Helmet_Ability_Loremaster	_BOOSTS_Armor													8																																						1																																									
_Boost_Armor_Helmet_Ability_Loremaster_Large	_BOOSTS_Armor													12																																						1																																									
_Boost_Armor_Helmet_Ability_Loremaster_Medium	_BOOSTS_Armor													10																																						1																																									
_Boost_Armor_Helmet_Ability_Persuasion	_BOOSTS_Armor													8																																									1																																						
_Boost_Armor_Helmet_Ability_Persuasion_Large	_BOOSTS_Armor													12																																									1																																						
_Boost_Armor_Helmet_Ability_Persuasion_Medium	_BOOSTS_Armor													10																																									1																																						
_Boost_Armor_Helmet_Ability_Water	_BOOSTS_Armor													8																													1																																																		
_Boost_Armor_Helmet_Ability_Water_Large	_BOOSTS_Armor													12																													2																																																		
_Boost_Armor_Helmet_Ability_Water_Medium	_BOOSTS_Armor													10																													1																																																		
_Boost_Armor_Pants_Ability_Death	_BOOSTS_Armor													8																																1																																															
_Boost_Armor_Pants_Ability_Death_Large	_BOOSTS_Armor													12																																2																																															
_Boost_Armor_Pants_Ability_Death_Medium	_BOOSTS_Armor													10																																1																																															
_Boost_Armor_Pants_Ability_Ranged	_BOOSTS_Armor													8																			1																																																												
_Boost_Armor_Pants_Ability_Ranged_Large	_BOOSTS_Armor													12																			2																																																												
_Boost_Armor_Pants_Ability_Ranged_Medium	_BOOSTS_Armor													10																			1																																																												
_Boost_Armor_Pants_Ability_Summoning	_BOOSTS_Armor													8																																		1																																													
_Boost_Armor_Pants_Ability_Summoning_Large	_BOOSTS_Armor													12																																		2																																													
_Boost_Armor_Pants_Ability_Summoning_Medium	_BOOSTS_Armor													10																																		1																																													
_Boost_Armor_Pants_Ability_Warfare	_BOOSTS_Armor													8																								1																																																							
_Boost_Armor_Pants_Ability_Warfare_Large	_BOOSTS_Armor													12																								2																																																							
_Boost_Armor_Pants_Ability_Warfare_Medium	_BOOSTS_Armor													10																								1																																																							
_Boost_Armor_Pants_Ability_Perseverance	_BOOSTS_Armor													8																					1																																																										
_Boost_Armor_Pants_Ability_Perseverance_Large	_BOOSTS_Armor													12																					2																																																										
_Boost_Armor_Pants_Ability_Perseverance_Medium	_BOOSTS_Armor													10																					1																																																										
_Boost_Armor_Pants_Ability_Leadership	_BOOSTS_Armor													8																						1																																																									
_Boost_Armor_Pants_Ability_Leadership_Large	_BOOSTS_Armor													12																						2																																																									
_Boost_Armor_Pants_Ability_Leadership_Medium	_BOOSTS_Armor													10																						1																																																									
_Boost_Armor_Pants_Ability_PainReflection	_BOOSTS_Armor													8																							1																																																								
_Boost_Armor_Pants_Ability_PainReflection_Large	_BOOSTS_Armor													12																							2																																																								
_Boost_Armor_Pants_Ability_PainReflection_Medium	_BOOSTS_Armor													10																							1																																																								
_Boost_Armor_Belt_Ability_OneHanded	_BOOSTS_Armor													8																	1																																																														
_Boost_Armor_Belt_Ability_OneHanded_Large	_BOOSTS_Armor													12																	2																																																														
_Boost_Armor_Belt_Ability_OneHanded_Medium	_BOOSTS_Armor													10																	1																																																														
_Boost_Armor_Belt_Ability_TwoHanded	_BOOSTS_Armor													8																		1																																																													
_Boost_Armor_Belt_Ability_TwoHanded_Large	_BOOSTS_Armor													12																		2																																																													
_Boost_Armor_Belt_Ability_TwoHanded_Medium	_BOOSTS_Armor													10																		1																																																													
_Boost_Armor_Belt_Ability_Ranged	_BOOSTS_Armor													8																			1																																																												
_Boost_Armor_Belt_Ability_Ranged_Large	_BOOSTS_Armor													12																			2																																																												
_Boost_Armor_Belt_Ability_Ranged_Medium	_BOOSTS_Armor													10																			1																																																												
_Boost_Armor_Belt_Ability_DualWielding	_BOOSTS_Armor													8																				1																																																											
_Boost_Armor_Belt_Ability_DualWielding_Large	_BOOSTS_Armor													12																				2																																																											
_Boost_Armor_Belt_Ability_DualWielding_Medium	_BOOSTS_Armor													10																				1																																																											
_Boost_Armor_Belt_Ability_Air	_BOOSTS_Armor													8																														1																																																	
_Boost_Armor_Belt_Ability_Air_Large	_BOOSTS_Armor													12																														2																																																	
_Boost_Armor_Belt_Ability_Air_Medium	_BOOSTS_Armor													10																														1																																																	
_Boost_Armor_Belt_Ability_Bartering	_BOOSTS_Armor													8																																								1																																							
_Boost_Armor_Belt_Ability_Bartering_Large	_BOOSTS_Armor													12																																								1																																							
_Boost_Armor_Belt_Ability_Bartering_Medium	_BOOSTS_Armor													10																																								1																																							
_Boost_Armor_Belt_Ability_Death	_BOOSTS_Armor													8																																1																																															
_Boost_Armor_Belt_Ability_Death_Large	_BOOSTS_Armor													12																																2																																															
_Boost_Armor_Belt_Ability_Death_Medium	_BOOSTS_Armor													10																																1																																															
_Boost_Armor_Belt_Ability_Earth	_BOOSTS_Armor													8																															1																																																
_Boost_Armor_Belt_Ability_Earth_Large	_BOOSTS_Armor													12																															2																																																
_Boost_Armor_Belt_Ability_Earth_Medium	_BOOSTS_Armor													10																															1																																																
_Boost_Armor_Belt_Ability_Fire	_BOOSTS_Armor													8																												1																																																			
_Boost_Armor_Belt_Ability_Fire_Large	_BOOSTS_Armor													12																												2																																																			
_Boost_Armor_Belt_Ability_Fire_Medium	_BOOSTS_Armor													10																												1																																																			
_Boost_Armor_Belt_Ability_Hunting	_BOOSTS_Armor													8																									1																																																						
_Boost_Armor_Belt_Ability_Hunting_Large	_BOOSTS_Armor													12																									2																																																						
_Boost_Armor_Belt_Ability_Hunting_Medium	_BOOSTS_Armor													10																									1																																																						
_Boost_Armor_Belt_Ability_Perseverance	_BOOSTS_Armor													8																					1																																																										
_Boost_Armor_Belt_Ability_Perseverance_Large	_BOOSTS_Armor													12																					2																																																										
_Boost_Armor_Belt_Ability_Perseverance_Medium	_BOOSTS_Armor													10																					1																																																										
_Boost_Armor_Belt_Ability_Leadership	_BOOSTS_Armor													8																						1																																																									
_Boost_Armor_Belt_Ability_Leadership_Large	_BOOSTS_Armor													12																						2																																																									
_Boost_Armor_Belt_Ability_Leadership_Medium	_BOOSTS_Armor													10																						1																																																									
_Boost_Armor_Belt_Ability_PainReflection	_BOOSTS_Armor													8																							1																																																								
_Boost_Armor_Belt_Ability_PainReflection_Large	_BOOSTS_Armor													12																							2																																																								
_Boost_Armor_Belt_Ability_PainReflection_Medium	_BOOSTS_Armor													10																							1																																																								
_Boost_Armor_Belt_Ability_Loremaster	_BOOSTS_Armor													8																																						1																																									
_Boost_Armor_Belt_Ability_Loremaster_Large	_BOOSTS_Armor													12																																						1																																									
_Boost_Armor_Belt_Ability_Loremaster_Medium	_BOOSTS_Armor													10																																						1																																									
_Boost_Armor_Belt_Ability_Luck	_BOOSTS_Armor													8																																										1																																					
_Boost_Armor_Belt_Ability_Luck_Large	_BOOSTS_Armor													12																																										1																																					
_Boost_Armor_Belt_Ability_Luck_Medium	_BOOSTS_Armor													10																																										1																																					
_Boost_Armor_Belt_Ability_Persuasion	_BOOSTS_Armor													8																																									1																																						
_Boost_Armor_Belt_Ability_Persuasion_Large	_BOOSTS_Armor													12																																									1																																						
_Boost_Armor_Belt_Ability_Persuasion_Medium	_BOOSTS_Armor													10																																									1																																						
_Boost_Armor_Belt_Ability_Polymorph	_BOOSTS_Armor													8																																	1																																														
_Boost_Armor_Belt_Ability_Polymorph_Large	_BOOSTS_Armor													12																																	2																																														
_Boost_Armor_Belt_Ability_Polymorph_Medium	_BOOSTS_Armor													10																																	1																																														
_Boost_Armor_Belt_Ability_Rogues	_BOOSTS_Armor													8																										1																																																					
_Boost_Armor_Belt_Ability_Rogues_Large	_BOOSTS_Armor													12																										2																																																					
_Boost_Armor_Belt_Ability_Rogues_Medium	_BOOSTS_Armor													10																										1																																																					
_Boost_Armor_Belt_Ability_Sneaking	_BOOSTS_Armor													8																																				1																																											
_Boost_Armor_Belt_Ability_Sneaking_Large	_BOOSTS_Armor													12																																				1																																											
_Boost_Armor_Belt_Ability_Sneaking_Medium	_BOOSTS_Armor													10																																				1																																											
_Boost_Armor_Belt_Ability_Summoning	_BOOSTS_Armor													8																																		1																																													
_Boost_Armor_Belt_Ability_Summoning_Large	_BOOSTS_Armor													12																																		2																																													
_Boost_Armor_Belt_Ability_Summoning_Medium	_BOOSTS_Armor													10																																		1																																													
_Boost_Armor_Belt_Ability_Telekinesis	_BOOSTS_Armor													8																																			1																																												
_Boost_Armor_Belt_Ability_Telekinesis_Large	_BOOSTS_Armor													12																																			1																																												
_Boost_Armor_Belt_Ability_Telekinesis_Medium	_BOOSTS_Armor													10																																			1																																												
_Boost_Armor_Belt_Ability_Lockpicking	_BOOSTS_Armor													8																																					1																																										
_Boost_Armor_Belt_Ability_Lockpicking_Large	_BOOSTS_Armor													12																																					1																																										
_Boost_Armor_Belt_Ability_Lockpicking_Medium	_BOOSTS_Armor													10																																					1																																										
_Boost_Armor_Belt_Ability_Warfare	_BOOSTS_Armor													8																								1																																																							
_Boost_Armor_Belt_Ability_Warfare_Large	_BOOSTS_Armor													12																								2																																																							
_Boost_Armor_Belt_Ability_Warfare_Medium	_BOOSTS_Armor													10																								1																																																							
_Boost_Armor_Belt_Ability_Water	_BOOSTS_Armor													8																													1																																																		
_Boost_Armor_Belt_Ability_Water_Large	_BOOSTS_Armor													12																													2																																																		
_Boost_Armor_Belt_Ability_Water_Medium	_BOOSTS_Armor													10																													1																																																		
_Boost_Armor_Ring_Ability_Air	_BOOSTS_Armor													8																														1																																																	
_Boost_Armor_Ring_Ability_Air_Large	_BOOSTS_Armor													12																														2																																																	
_Boost_Armor_Ring_Ability_Air_Medium	_BOOSTS_Armor													10																														1																																																	
_Boost_Armor_Ring_Ability_Bartering	_BOOSTS_Armor													8																																								1																																							
_Boost_Armor_Ring_Ability_Bartering_Large	_BOOSTS_Armor													12																																								1																																							
_Boost_Armor_Ring_Ability_Bartering_Medium	_BOOSTS_Armor													10																																								1																																							
_Boost_Armor_Ring_Ability_Death	_BOOSTS_Armor													8																																1																																															
_Boost_Armor_Ring_Ability_Death_Large	_BOOSTS_Armor													12																																2																																															
_Boost_Armor_Ring_Ability_Death_Medium	_BOOSTS_Armor													10																																1																																															
_Boost_Armor_Ring_Ability_DualWielding	_BOOSTS_Armor													8																				1																																																											
_Boost_Armor_Ring_Ability_DualWielding_Large	_BOOSTS_Armor													12																				2																																																											
_Boost_Armor_Ring_Ability_DualWielding_Medium	_BOOSTS_Armor													10																				1																																																											
_Boost_Armor_Ring_Ability_Earth	_BOOSTS_Armor													8																															1																																																
_Boost_Armor_Ring_Ability_Earth_Large	_BOOSTS_Armor													12																															2																																																
_Boost_Armor_Ring_Ability_Earth_Medium	_BOOSTS_Armor													10																															1																																																
_Boost_Armor_Ring_Ability_Fire	_BOOSTS_Armor													8																												1																																																			
_Boost_Armor_Ring_Ability_Fire_Large	_BOOSTS_Armor													12																												2																																																			
_Boost_Armor_Ring_Ability_Fire_Medium	_BOOSTS_Armor													10																												1																																																			
_Boost_Armor_Ring_Ability_Hunting	_BOOSTS_Armor													8																									1																																																						
_Boost_Armor_Ring_Ability_Hunting_Large	_BOOSTS_Armor													12																									2																																																						
_Boost_Armor_Ring_Ability_Hunting_Medium	_BOOSTS_Armor													10																									1																																																						
_Boost_Armor_Ring_Ability_Perseverance	_BOOSTS_Armor													8																					1																																																										
_Boost_Armor_Ring_Ability_Perseverance_Large	_BOOSTS_Armor													12																					2																																																										
_Boost_Armor_Ring_Ability_Perseverance_Medium	_BOOSTS_Armor													10																					1																																																										
_Boost_Armor_Ring_Ability_Leadership	_BOOSTS_Armor													8																						1																																																									
