Name	Parent	ItemGroup	ModifierType	Act	Level	Requirements	IsTwoHanded	AttackAPCost	Damage Type	Damage	Damage Range	DamageBoost	DamageFromBase	CriticalDamage	CriticalChance	WeaponRange	CleavePercentage	CleaveAngle	Durability	DurabilityDegradeSpeed	Value	Weight	Movement	Initiative	WeaponType	AnimType	Slot	Projectile	IgnoreVisionBlock	StrengthBoost	FinesseBoost	IntelligenceBoost	ConstitutionBoost	MemoryBoost	WitsBoost	TwoHanded	SingleHanded	Ranged	DualWielding	Perseverance	Leadership	PainReflection	WarriorLore	RangerLore	RogueLore	FireSpecialist	WaterSpecialist	AirSpecialist	EarthSpecialist	Necromancy	Polymorph	Summoning	Sourcery	Telekinesis	Sneaking	Thievery	Loremaster	Repair	Barter	Persuasion	Luck	Fire	Earth	Water	Air	Poison	SightBoost	HearingBoost	VitalityBoost	ChanceToHitBoost	APMaximum	APStart	APRecovery	AccuracyBoost	DodgeBoost	ComboCategory	Reflection	MaxSummons	LifeSteal	Skills	Talents	Tags	ExtraProperties	Flags	Boosts	InventoryTab	NeedsIdentification	Charges	MaxCharges	ItemColor	RuneSlots	RuneSlots_V1	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
_Undead_Zombie_B	_NpcClubs	EMPTY			0														10						None																																																										POISONED,20,2	Unbreakable		Hidden															
_Undead_Zombie_C	_NpcClubs	EMPTY			0							40							10						None																																																										BLEEDING,20,2	Unbreakable		Hidden															
_Undead_Zombie_A_Headless_A	_NpcClubs	EMPTY			0		No												10						None																																																										DISEASED,20,2	Unbreakable		Hidden															
_Undead_Zombie_A_Headless_A_Strong	_NpcClubs	EMPTY			0		No												10						None																																																										INFECTIOUS_DISEASED,20,10	Unbreakable		Hidden															
_Undead_Zombie_Electrified	_NpcClubs	EMPTY			0				Air			150							10						None																																																										STUNNED,40,2	Unbreakable	_Enemy_Boost_AirDamage	Hidden															
_Generic_Enemy_Weapons								2																																																																																0			0	0									
_GEN_Automaton	_NpcClubs	EMPTY			0							15				150	20	150	10						None																																																											Unbreakable	_Enemy_Boost_AirDamage_Large	Hidden															
_GEN_Automaton_Ranged	_NpcCrossbows	EMPTY			0	Strength 0	No					15							10						Crossbow			a82ad074-de99-45e1-bfe9-4bf2549c1659																																																								Unbreakable	_Enemy_Boost_FireDamage_Large	Hidden															
_Troll_Weapons								2																																																																																0	0		0	0									
_Creatures_Troll_A	_NpcTwoHandedAxes	EMPTY			0		Yes					50							10						None																																																										KNOCKED_DOWN,80,1	Unbreakable		Hidden															
_Undead_Bonepile_Troll_A	_Creatures_Troll_A																																																																																																				
_Misc_Weapons								2																																																																																0	0		0	0									
_Statue_A_Voidwoken	_NpcSpears	EMPTY			0		Yes					175							10						None																																																							Target_NULLSKILL			KNOCKED_DOWN,30,1	Unbreakable	_Enemy_Boost_EarthDamage	Hidden															
_Statue_A_Voidwoken_GameMaster	_NpcSpears	EMPTY			0		Yes					175							10						None																																																										KNOCKED_DOWN,30,1	Unbreakable	_Enemy_Boost_EarthDamage	Hidden															
_Demon_Weapons								2																																																																																0	0		0	0									
_ElementalDevil_A	_NpcDaggers	EMPTY			0		No	2					125						10						None																																																										BLEEDING,10,2	Unbreakable		Hidden															
_Demon_Hound_A	_NpcDaggers	EMPTY			0		No	2											10						None																																																										CRIPPLED,20,2	Unbreakable		Hidden															
_Demon_Caster_A	_Unarmed	EMPTY			0		Yes	2					180						10						None	Unarmed																																																									BLEEDING,80,2;CURSED,40,2	Unbreakable		Hidden															
_Nightmare_Werewolf_A	_NpcTwoHandedSwords	EMPTY			0		No	2					80				20	150	10						None	Unarmed																																																									KNOCKED_DOWN,30,2	Unbreakable	_Enemy_Boost_EarthDamage	Hidden															
_Demon_Grunt_A_Unarmed	_NpcUnarmed	EMPTY			0		No																																																																													Unbreakable		Hidden															
_Demon_Grunt_A_Dagger_1H	_NpcDaggers	WPN_Undead_Dagger_01			0		No												10						Knife	SmallWeapons																																																										Unbreakable		Hidden															
_Demon_Grunt_A_Sword_1H	_NpcSwords	WPN_Undead_Sword_1H_01			0		No												10						Sword																																																											Unbreakable		Hidden															
_Demon_Grunt_A_Sword_2H	_NpcTwoHandedSwords	WPN_Undead_Sword_2H_01			0		Yes												10						Sword	TwoHanded_Sword																																																										Unbreakable		Hidden															
_Demon_Grunt_A_Bow	_NpcBows	WPN_Undead_Bow			0														10						Bow																																																											Unbreakable		Hidden															
_Elemental_Blood_Heart_A	_NpcClubs	EMPTY			0		No	2				165				100			10						None																																																						35				DISARMED,20,2	Unbreakable		Hidden															
_Purged_Weapons								2																																																																																0	0		0	0									
_Jumperdog_A	_NpcDaggers	EMPTY			0		No	2					120						10						None																																																										BLEEDING,20,2	Unbreakable		Hidden															
_Purged_Paincaster_A	_NpcDaggers	EMPTY			0		No	2											10						None																																																											Unbreakable		Hidden															
_Ghoul_A_Unarmed	_NpcUnarmed	EMPTY			0		No	2																																																																												Unbreakable		Hidden															
_Ghoul_A_Unarmed_Strong	_NpcUnarmed	EMPTY			0		No	2				10							10																																																																	Unbreakable		Hidden															
_Ghoul_A_Dagger_1H	_NpcDaggers	WPN_Undead_Dagger_01			0		No	2											10						Knife	SmallWeapons																																																										Unbreakable		Hidden															
_Ghoul_A_Sword_1H	_NpcSwords	WPN_Undead_Sword_1H_01			0		No	2											10						Sword																																																											Unbreakable		Hidden															
_Ghoul_A_Sword_2H	_NpcTwoHandedSwords	WPN_Undead_Sword_2H_01			0		Yes	2											10						Sword	TwoHanded_Sword																																																										Unbreakable		Hidden															
_Ghoul_A_Bow	_NpcBows	WPN_Undead_Bow			0			2											10						Bow																																																											Unbreakable		Hidden															
_ShamblingMound_Weapons								2																																																																																0	0		0	0									
_ShamblingMound_Brute_A	_NpcClubs	EMPTY			0		No	2				80		200		140			10						None																																																										DISARMED,20,1	Unbreakable		Hidden															
_ShamblingMound_FlowerBig_A	_NpcSwords	EMPTY			0		No	2											10						None	None																																																									POISONED,30,2	Unbreakable		Hidden															
_ShamblingMound_Flower_A	_NpcDaggers	EMPTY			0		No	2											10						None																																																										POISONED,10,3	Unbreakable		Hidden															
_ShamblingMound_Grunt_A	_NpcClubs	EMPTY			0		No	2											10						None																																																										POISONED,30,2	Unbreakable		Hidden															
_ShamblingMound_Ranger_A	_NpcBows	EMPTY			0			2											10						Bow																																																										POISONED,30,2	Unbreakable		Hidden															
_ShamblingMound_Tank_A	_NpcSwords	EMPTY			0		Yes	2											10						None	TwoHanded_Sword																																																										Unbreakable		Hidden															
_Tree_Ancestor_A	_NpcSwords	EMPTY			0		Yes	2					100						10						None	TwoHanded_Sword																																																										Unbreakable		Hidden															
_Creatures_Kraken_A	_Creatures_Troll_A																																																																															EMPTY																					
_EnemyBoosts																																																																																								0	0		0	0									
_BOOSTS_Weapon			Boost	1	1					-1																																																																														0													
_Enemy_Boost_WaterDamage	_BOOSTS_Weapon								Water				30																																																																																								
_Enemy_Boost_FireDamage	_BOOSTS_Weapon								Fire				30																																																																																								
_Enemy_Boost_EarthDamage	_BOOSTS_Weapon								Earth				30																																																																																								
_Enemy_Boost_AirDamage	_BOOSTS_Weapon								Air				30																																																																																								
_Enemy_Boost_PoisonDamage	_BOOSTS_Weapon								Poison				30																																																																																								
_Enemy_Boost_WaterDamage_Large	_BOOSTS_Weapon								Water				60																																																																																								
_Enemy_Boost_FireDamage_Large	_BOOSTS_Weapon								Fire				60																																																																																								
_Enemy_Boost_EarthDamage_Large	_BOOSTS_Weapon								Earth				60																																																																																								
_Enemy_Boost_AirDamage_Large	_BOOSTS_Weapon								Air				60																																																																																								
_Enemy_Boost_PoisonDamage_Large	_BOOSTS_Weapon								Poison				60																																																																																								
_CharacterCreationWeapons																																																																																								0	0		0	0									
WPN_Battlemage_Axe_1H_Lizards	_Axes	WPN_Battlemage_Axe_1H_Lizards			10	Strength 0																																																																																															
WPN_Battlemage_Axe_1H_Elves	_Axes	WPN_Battlemage_Axe_1H_Elves			10	Strength 0																																																																																															
WPN_Battlemage_Axe_1H_Dwarves	_Axes	WPN_Battlemage_Axe_1H_Dwarves			10	Strength 0																																																																																															
WPN_Battlemage_Axe_1H_Humans	_Axes	WPN_Battlemage_Axe_1H_Humans			10	Strength 0																																																																																															
WPN_Cleric_Mace_1H_Lizards	_Clubs	WPN_Cleric_Mace_1H_Lizards			10	Strength 0																																																																																															
WPN_Cleric_Mace_1H_Elves	_Clubs	WPN_Cleric_Mace_1H_Elves			10	Strength 0																																																																																															
WPN_Cleric_Mace_1H_Dwarves	_Clubs	WPN_Cleric_Mace_1H_Dwarves			10	Strength 0																																																																																															
WPN_Cleric_Mace_1H_Humans	_Clubs	WPN_Cleric_Mace_1H_Humans			10	Strength 0																																																																																															
WPN_Enchanter_Wand_Lizards	_Wands_Water	WPN_Enchanter_Wand_Lizards			10	Intelligence 0																																																																																															
WPN_Enchanter_Wand_Elves	_Wands_Water	WPN_Enchanter_Wand_Elves			10	Intelligence 0																																																																																															
WPN_Enchanter_Wand_Dwarves	_Wands_Water	WPN_Enchanter_Wand_Dwarves			10	Intelligence 0																																																																																															
WPN_Enchanter_Wand_Humans	_Wands_Water	WPN_Enchanter_Wand_Humans			10	Intelligence 0																																																																																															
WPN_Enchanter_Staff_Lizards	_Staffs_Air	WPN_Enchanter_Staff_Lizards			10	Intelligence 0																																																																																															
WPN_Enchanter_Staff_Elves	_Staffs_Air	WPN_Enchanter_Staff_Elves			10	Intelligence 0																																																																																															
WPN_Enchanter_Staff_Dwarves	_Staffs_Air	WPN_Enchanter_Staff_Dwarves			10	Intelligence 0																																																																																															
WPN_Enchanter_Staff_Humans	_Staffs_Air	WPN_Enchanter_Staff_Humans			10	Intelligence 0																																																																																															
WPN_Fighter_Sword_1H_Lizards	_Swords	WPN_Fighter_Sword_1H_Lizards			10	Strength 0																																																																																															
WPN_Fighter_Sword_1H_Elves	_Swords	WPN_Fighter_Sword_1H_Elves			10	Strength 0																																																																																															
WPN_Fighter_Sword_1H_Dwarves	_Swords	WPN_Fighter_Sword_1H_Dwarves			10	Strength 0																																																																																															
WPN_Fighter_Sword_1H_Humans	_Swords	WPN_Fighter_Sword_1H_Humans			10	Strength 0																																																																																															
WPN_Inquisitor_Mace_2H_Lizards	_TwoHandedMaces	WPN_Inquisitor_Mace_2H_Lizards			10	Intelligence 0																																																																																															
WPN_Inquisitor_Mace_2H_Elves	_TwoHandedMaces	WPN_Inquisitor_Mace_2H_Elves			10	Intelligence 0																																																																																															
WPN_Inquisitor_Mace_2H_Dwarves	_TwoHandedMaces	WPN_Inquisitor_Mace_2H_Dwarves			10	Intelligence 0																																																																																															
WPN_Inquisitor_Mace_2H_Humans	_TwoHandedMaces	WPN_Inquisitor_Mace_2H_Humans			10	Intelligence 0																																																																																															
WPN_Knight_Sword_2H_Lizards	_TwoHandedSwords	WPN_Knight_Sword_2H_Lizards			10	Strength 0																																																																																															
WPN_Knight_Sword_2H_Elves	_TwoHandedSwords	WPN_Knight_Sword_2H_Elves			10	Strength 0																																																																																															
WPN_Knight_Sword_2H_Dwarves	_TwoHandedSwords	WPN_Knight_Sword_2H_Dwarves			10	Strength 0																																																																																															
WPN_Knight_Sword_2H_Humans	_TwoHandedSwords	WPN_Knight_Sword_2H_Humans			10	Strength 0																																																																																															
WPN_Metamorph_Spear_Lizards	_Spears	WPN_Metamorph_Spear_Lizards			10	Finesse 0																																																																																															
WPN_Metamorph_Spear_Elves	_Spears	WPN_Metamorph_Spear_Elves			10	Finesse 0																																																																																															
WPN_Metamorph_Spear_Dwarves	_Spears	WPN_Metamorph_Spear_Dwarves			10	Finesse 0																																																																																															
WPN_Metamorph_Spear_Humans	_Spears	WPN_Metamorph_Spear_Humans			10	Finesse 0																																																																																															
WPN_Ranger_Bow_Lizards	_Bows	WPN_Ranger_Bow_Lizards			10	Finesse 0																																																																																															
WPN_Ranger_Bow_Elves	_Bows	WPN_Ranger_Bow_Elves			10	Finesse 0																																																																																															
WPN_Ranger_Bow_Dwarves	_Bows	WPN_Ranger_Bow_Dwarves			10	Finesse 0																																																																																															
WPN_Ranger_Bow_Humans	_Bows	WPN_Ranger_Bow_Humans			10	Finesse 0																																																																																															
WPN_Rogue_Dagger_Lizards	_Daggers	WPN_Rogue_Dagger_Lizards			10	Finesse 0																																																																																															
WPN_Rogue_Dagger_Elves	_Daggers	WPN_Rogue_Dagger_Elves			10	Finesse 0																																																																																															
WPN_Rogue_Dagger_Dwarves	_Daggers	WPN_Rogue_Dagger_Dwarves			10	Finesse 0																																																																																															
WPN_Rogue_Dagger_Humans	_Daggers	WPN_Rogue_Dagger_Humans			10	Finesse 0																																																																																															
WPN_Shadowblade_Dagger_Lizards	_Daggers	WPN_Shadowblade_Dagger_Lizards			10	Finesse 0																																																																																															
WPN_Shadowblade_Dagger_Elves	_Daggers	WPN_Shadowblade_Dagger_Elves			10	Finesse 0																																																																																															
WPN_Shadowblade_Dagger_Dwarves	_Daggers	WPN_Shadowblade_Dagger_Dwarves			10	Finesse 0																																																																																															
WPN_Shadowblade_Dagger_Humans	_Daggers	WPN_Shadowblade_Dagger_Humans			10	Finesse 0																																																																																															
WPN_Conjurer_Wand_Lizards	_Wands_Fire	WPN_Conjurer_Wand_Lizards			10	Intelligence 0																																																																																															
WPN_Conjurer_Wand_Elves	_Wands_Fire	WPN_Conjurer_Wand_Elves			10	Intelligence 0																																																																																															
WPN_Conjurer_Wand_Dwarves	_Wands_Fire	WPN_Conjurer_Wand_Dwarves			10	Intelligence 0																																																																																															
WPN_Conjurer_Wand_Humans	_Wands_Fire	WPN_Conjurer_Wand_Humans			10	Intelligence 0																																																																																															
WPN_Wayfarer_Crossbow_Lizards	_Crossbows	WPN_Wayfarer_Crossbow_Lizards			10	Finesse 0																																																																																															
WPN_Wayfarer_Crossbow_Elves	_Crossbows	WPN_Wayfarer_Crossbow_Elves			10	Finesse 0																																																																																															
WPN_Wayfarer_Crossbow_Dwarves	_Crossbows	WPN_Wayfarer_Crossbow_Dwarves			10	Finesse 0																																																																																															
WPN_Wayfarer_Crossbow_Humans	_Crossbows	WPN_Wayfarer_Crossbow_Humans			10	Finesse 0																																																																																															
WPN_Witch_Wand_Lizards	_Wands_Fire	WPN_Witch_Wand_Lizards			10	Intelligence 0																																																																																															
WPN_Witch_Wand_Elves	_Wands_Fire	WPN_Witch_Wand_Elves			10	Intelligence 0																																																																																															
WPN_Witch_Wand_Dwarves	_Wands_Fire	WPN_Witch_Wand_Dwarves			10	Intelligence 0																																																																																															
WPN_Witch_Wand_Humans	_Wands_Fire	WPN_Witch_Wand_Humans			10	Intelligence 0																																																																																															
WPN_Witch_Dagger_Lizards	_Daggers	WPN_Witch_Dagger_Lizards			10	Finesse 0																																																																																															
WPN_Witch_Dagger_Elves	_Daggers	WPN_Witch_Dagger_Elves			10	Finesse 0																																																																																															
WPN_Witch_Dagger_Dwarves	_Daggers	WPN_Witch_Dagger_Dwarves			10	Finesse 0																																																																																															
WPN_Witch_Dagger_Humans	_Daggers	WPN_Witch_Dagger_Humans			10	Finesse 0																																																																																															
WPN_Wizard_Wand_Lizards	_Wands_Poison	WPN_Wizard_Wand_Lizards			10	Intelligence 0																																																																																															
WPN_Wizard_Wand_Elves	_Wands_Poison	WPN_Wizard_Wand_Elves			10	Intelligence 0																																																																																															
WPN_Wizard_Wand_Dwarves	_Wands_Poison	WPN_Wizard_Wand_Dwarves			10	Intelligence 0																																																																																															
WPN_Wizard_Wand_Humans	_Wands_Poison	WPN_Wizard_Wand_Humans			10	Intelligence 0																																																																																															
_SKILLS																																																																																									0		0	0									
_EoC_Spell_Attack	_SKILLS		Item	1	1					-1																																																																																											
_Boosts																																																																																								0	0		0	0									
_Boost_Weapon_EmptyRuneSlot	_BOOSTS_Weapon																																																																																										1	1									
_Boost_Weapon_Damage_Air_Small	_BOOSTS_Weapon								Air				5								10							183717cc-5910-454d-b352-f4696a11d089																																																																									
_Boost_Weapon_Damage_Air	_BOOSTS_Weapon								Air				10								13							183717cc-5910-454d-b352-f4696a11d089																																																							SHOCKED,5,1																		
_Boost_Weapon_Damage_Air_Large	_BOOSTS_Weapon								Air				20								20							183717cc-5910-454d-b352-f4696a11d089																																																							SHOCKED,15,1																		
_Boost_Weapon_Damage_Air_Medium	_BOOSTS_Weapon								Air				15								17							183717cc-5910-454d-b352-f4696a11d089																																																							SHOCKED,10,1																		
_Boost_Weapon_Damage_ArmourPiercing_Small	_BOOSTS_Weapon								Piercing				5								8																																																																																
_Boost_Weapon_Damage_ArmourPiercing	_BOOSTS_Weapon								Piercing				10								10																																																																																
_Boost_Weapon_Damage_ArmourPiercing_Large	_BOOSTS_Weapon								Piercing				20								13																																																																																
_Boost_Weapon_Damage_ArmourPiercing_Medium	_BOOSTS_Weapon								Piercing				15								11																																																																																
_Boost_Weapon_Damage_Bonus	_BOOSTS_Weapon											10									8																																																																																
_Boost_Weapon_Damage_Bonus_Large	_BOOSTS_Weapon											15									12																																																																																
_Boost_Weapon_Damage_Bonus_Medium	_BOOSTS_Weapon											12									9																																																																																
_Boost_Weapon_Damage_Poison_Small	_BOOSTS_Weapon								Poison				5								10							94fabe05-2334-430f-bb74-5959de40b4b1																																																																									
_Boost_Weapon_Damage_Poison	_BOOSTS_Weapon								Poison				10								13							94fabe05-2334-430f-bb74-5959de40b4b1																																																							POISONED,10,1																		
_Boost_Weapon_Damage_Poison_Large	_BOOSTS_Weapon								Poison				20								20							94fabe05-2334-430f-bb74-5959de40b4b1																																																							POISONED,20,2																		
_Boost_Weapon_Damage_Poison_Medium	_BOOSTS_Weapon								Poison				15								18							94fabe05-2334-430f-bb74-5959de40b4b1																																																							POISONED,20,1																		
_Boost_Weapon_Damage_Earth_Small	_BOOSTS_Weapon								Earth				5								10							beca2252-26fc-4c8b-94c6-a64df1ffe1d9																																																																									
_Boost_Weapon_Damage_Earth	_BOOSTS_Weapon								Earth				10								13							beca2252-26fc-4c8b-94c6-a64df1ffe1d9																																																							SLOWED,10,1																		
_Boost_Weapon_Damage_Earth_Large	_BOOSTS_Weapon								Earth				20								20							beca2252-26fc-4c8b-94c6-a64df1ffe1d9																																																							SLOWED,20,2																		
_Boost_Weapon_Damage_Earth_Medium	_BOOSTS_Weapon								Earth				15								18							beca2252-26fc-4c8b-94c6-a64df1ffe1d9																																																							SLOWED,20,1																		
_Boost_Weapon_Damage_Fire_Small	_BOOSTS_Weapon								Fire				5								10							8efaf767-7d66-4f4d-8c8e-5cb4a3d2e0f6																																																																									
_Boost_Weapon_Damage_Fire	_BOOSTS_Weapon								Fire				10								13							8efaf767-7d66-4f4d-8c8e-5cb4a3d2e0f6																																																							BURNING,10,1																		
_Boost_Weapon_Damage_Fire_Large	_BOOSTS_Weapon								Fire				20								20							8efaf767-7d66-4f4d-8c8e-5cb4a3d2e0f6																																																							BURNING,20,2																		
_Boost_Weapon_Damage_Fire_Medium	_BOOSTS_Weapon								Fire				11								18							8efaf767-7d66-4f4d-8c8e-5cb4a3d2e0f6																																																							BURNING,20,1																		
_Boost_Weapon_Damage_MagicArmourRefill	_BOOSTS_Weapon																				8																																																																																
_Boost_Weapon_Damage_MagicArmourRefill_Large	_BOOSTS_Weapon																				12																																																																																
_Boost_Weapon_Damage_MagicArmourRefill_Medium	_BOOSTS_Weapon																				10																																																																																
_Boost_Weapon_Damage_Vampiric	_BOOSTS_Weapon																				12																																																																																
_Boost_Weapon_Damage_Vampiric_Large	_BOOSTS_Weapon																				19																																																																																
_Boost_Weapon_Damage_Vampiric_Medium	_BOOSTS_Weapon																				15																																																																																
_Boost_Weapon_Damage_Water_Small	_BOOSTS_Weapon								Water				5								10							cb9b39f1-8809-4c8c-90b5-97f9281c608a																																																																									
_Boost_Weapon_Damage_Water	_BOOSTS_Weapon								Water				10								13							cb9b39f1-8809-4c8c-90b5-97f9281c608a																																																							CHILLED,5,1																		
_Boost_Weapon_Damage_Water_Large	_BOOSTS_Weapon								Water				20								20							cb9b39f1-8809-4c8c-90b5-97f9281c608a																																																							CHILLED,15,1																		
_Boost_Weapon_Damage_Water_Medium	_BOOSTS_Weapon								Water				15								18							cb9b39f1-8809-4c8c-90b5-97f9281c608a																																																							CHILLED,10,1																		
_Boost_Weapon_Primary_Finesse	_BOOSTS_Weapon																				12										1																																																																						
_Boost_Weapon_Primary_Finesse_Large	_BOOSTS_Weapon																				16										3																																																																						
_Boost_Weapon_Primary_Finesse_Medium	_BOOSTS_Weapon																				14										2																																																																						
_Boost_Weapon_Primary_Intelligence	_BOOSTS_Weapon																				12											1																																																																					
_Boost_Weapon_Primary_Intelligence_Large	_BOOSTS_Weapon																				16											3																																																																					
_Boost_Weapon_Primary_Intelligence_Medium	_BOOSTS_Weapon																				14											2																																																																					
_Boost_Weapon_Primary_Strength	_BOOSTS_Weapon																				12									1																																																																							
_Boost_Weapon_Primary_Strength_Large	_BOOSTS_Weapon																				16									3																																																																							
_Boost_Weapon_Primary_Strength_Medium	_BOOSTS_Weapon																				14									2																																																																							
_Boost_Weapon_Ability_TwoHanded	_BOOSTS_Weapon																				9															1																																																																	
_Boost_Weapon_Ability_OneHanded	_BOOSTS_Weapon																				9																1																																																																
_Boost_Weapon_Ability_DualWielding	_BOOSTS_Weapon																				9																		1																																																														
_Boost_Weapon_Ability_Ranged	_BOOSTS_Weapon																				9																	1																																																															
_Boost_Weapon_Ability_WarriorLore	_BOOSTS_Weapon																				9																						1																																																										
_Boost_Weapon_Ability_RangerLore	_BOOSTS_Weapon																				9																							1																																																									
_Boost_Weapon_Ability_RogueLore	_BOOSTS_Weapon																				9																								1																																																								
_Boost_Weapon_Ability_FireSpecialist	_BOOSTS_Weapon																				9																									1																																																							
_Boost_Weapon_Ability_WaterSpecialist	_BOOSTS_Weapon																				9																										1																																																						
_Boost_Weapon_Ability_AirSpecialist	_BOOSTS_Weapon																				9																											1																																																					
_Boost_Weapon_Ability_EarthSpecialist	_BOOSTS_Weapon																				9																												1																																																				
_Boost_Weapon_Ability_Necromancy	_BOOSTS_Weapon																				9																													1																																																			
_Boost_Weapon_Ability_Polymorph	_BOOSTS_Weapon																				9																														1																																																		
_Boost_Weapon_Ability_Summoning	_BOOSTS_Weapon																				9																															1																																																	
_Boost_Weapon_Ability_Telekinesis	_BOOSTS_Weapon																				9																																	1																																															
_Boost_Weapon_Ability_Sneaking	_BOOSTS_Weapon																				9																																		1																																														
_Boost_Weapon_Secondary_Vitality_Small	_BOOSTS_Weapon																				5																																																10																																
_Boost_Weapon_Secondary_Vitality_Normal	_BOOSTS_Weapon																				6																																																20																																
_Boost_Weapon_Secondary_Dodge_Small	_BOOSTS_Weapon																				5																																																						3																										
_Boost_Weapon_Secondary_Dodge_Normal	_BOOSTS_Weapon																				6																																																						7																										
_Boost_Weapon_Secondary_Initiative_Small	_BOOSTS_Weapon																				5			3																																																																													
_Boost_Weapon_Secondary_Initiative_Normal	_BOOSTS_Weapon																				6			6																																																																													
_Boost_Weapon_Secondary_Accuracy	_BOOSTS_Weapon																				6																																																					5																											
_Boost_Weapon_Secondary_Accuracy_Large	_BOOSTS_Weapon																				8																																																					15																											
_Boost_Weapon_Secondary_Accuracy_Huge	_BOOSTS_Weapon																				9																																																					20																											
_Boost_Weapon_Secondary_Accuracy_Medium	_BOOSTS_Weapon																				7																																																					10																											
_Boost_Weapon_Secondary_Accuracy_TwoHanded	_BOOSTS_Weapon																				6																																																					10																											
_Boost_Weapon_Secondary_CriticalChance_Small	_BOOSTS_Weapon														1						6																																																																																
_Boost_Weapon_Secondary_CriticalChance	_BOOSTS_Weapon														5						8																																																																																
_Boost_Weapon_Secondary_CriticalChance_Large	_BOOSTS_Weapon														7						9																																																																																
_Boost_Weapon_Secondary_CriticalChance_Medium	_BOOSTS_Weapon														6						7																																																																																
_Boost_Weapon_Secondary_CriticalChance_TwoHanded	_BOOSTS_Weapon														10						8																																																																																
_Boost_Weapon_Secondary_CriticalChance_Large_TwoHanded	_BOOSTS_Weapon														14						9																																																																																
_Boost_Weapon_Secondary_CriticalChance_Medium_TwoHanded	_BOOSTS_Weapon														12						7																																																																																
_Boost_Weapon_Secondary_CriticalModifier_Small	_BOOSTS_Weapon													10							6																																																																																
_Boost_Weapon_Secondary_CriticalModifier	_BOOSTS_Weapon													15							8																																																																																
_Boost_Weapon_Secondary_CriticalModifier_Large	_BOOSTS_Weapon													25							9																																																																																
_Boost_Weapon_Secondary_CriticalModifier_Medium	_BOOSTS_Weapon													20							7																																																																																
_Boost_Weapon_Skill_SerratedEdge	_BOOSTS_Weapon																				10																																																											Target_SerratedEdge																					
_Boost_Weapon_Skill_Snipe_Bow	_BOOSTS_Weapon																				10																																																											Projectile_Snipe																					
_Boost_Weapon_Skill_Snipe_Crossbow	_BOOSTS_Weapon																				10																																																											Projectile_Snipe																					
_Boost_Weapon_Skill_SkyShot_Bow	_BOOSTS_Weapon																				10																																																											Projectile_SkyShot																					
_Boost_Weapon_Skill_SkyShot_Crossbow	_BOOSTS_Weapon																				10																																																											Projectile_SkyShot																					
_Boost_Weapon_Skill_Whirlwind	_BOOSTS_Weapon																				10																																																											Shout_Whirlwind																					
_Boost_Weapon_Status_Set_Bleeding	_BOOSTS_Weapon																				8																																																														BLEEDING,10,1																		
_Boost_Weapon_Status_Set_Bleeding_TwoHanded	_BOOSTS_Weapon																				8																																																														BLEEDING,20,1																		
_Boost_Weapon_Status_Set_Acid	_BOOSTS_Weapon																				8																																																														ACID,10,1																		
_Boost_Weapon_Status_Set_Acid_TwoHanded	_BOOSTS_Weapon																				8																																																														ACID,20,1																		
_Boost_Weapon_Status_Set_Suffocating	_BOOSTS_Weapon																				8																																																														SUFFOCATING,10,1																		
_Boost_Weapon_Status_Set_Suffocating_TwoHanded	_BOOSTS_Weapon																				8																																																														SUFFOCATING,20,1																		
_Boost_Weapon_Status_Set_Crippled	_BOOSTS_Weapon																				8																																																														CRIPPLED,10,1																		
_Boost_Weapon_Status_Set_Crippled_TwoHanded	_BOOSTS_Weapon																				8																																																														CRIPPLED,20,1																		
_Boost_Weapon_Status_Set_Disarmed	_BOOSTS_Weapon																				8																																																														DISARMED,10,1																		
_Boost_Weapon_Status_Set_Disarmed_TwoHanded	_BOOSTS_Weapon																				8																																																														DISARMED,20,1																		
_Boost_Weapon_Status_Set_Muted	_BOOSTS_Weapon																				8																																																														MUTED,10,1																		
_Boost_Weapon_Status_Set_Muted_TwoHanded	_BOOSTS_Weapon																				8																																																														MUTED,20,1																		
_Boost_Weapon_Status_Set_Blind	_BOOSTS_Weapon																				8																																																														BLIND,10,1																		
_Boost_Weapon_Status_Set_Blind_TwoHanded	_BOOSTS_Weapon																				8																																																														BLIND,20,1																		
_Boost_Weapon_Status_Set_Bleeding_Dagger	_BOOSTS_Weapon																				8																																																														BLEEDING,15,1																		
_Boost_Weapon_Status_Set_Crippled_Mace	_BOOSTS_Weapon																				8																																																														CRIPPLED,15,1																		
_Boost_Weapon_Status_Set_Fear	_BOOSTS_Weapon																				10																																																														FEAR,10,1																		
_Boost_Weapon_Status_Set_KnockDown	_BOOSTS_Weapon																				10																																																														KNOCKED_DOWN,15,1																		
_Boost_Weapon_Status_Set_Petrify	_BOOSTS_Weapon																				10																																																														PETRIFIED,15,2																		
_Boost_Weapon_Status_Set_Poisoned	_BOOSTS_Weapon																				8																																																														POISONED,15,3																		
_Boost_Weapon_Special_Unbreakable	_BOOSTS_Weapon																		10		8																																																															Unbreakable																	
_Boost_Weapon_Special_Glass_Sword	_BOOSTS_Weapon											200							1	10	30																																																															Unrepairable																	
_Boost_Weapon_Crafting_Damage_Poison	_BOOSTS_Weapon								Poison				10								4							94fabe05-2334-430f-bb74-5959de40b4b1																																																							POISONED,10,2																		
_Boost_Weapon_Cleave	_BOOSTS_Weapon																15	150																																																																																			
